Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/t5.txt,0.015864,0.167561,0.351711,0.070476,0.142586,23.369033
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.021130,0.151728,0.379195,0.068908,0.167785,14.917849
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.011787,0.286291,0.402772,0.080783,0.147574,-1.941032
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.012025,0.185204,0.418499,0.066819,0.177407,22.935500
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/none.txt,0.008278,0.228871,0.178235,0.053921,0.084046,13.131633
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/t5.txt,0.008962,0.149344,0.332174,0.036585,0.135652,22.352192
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.043680,0.188155,0.419820,0.110108,0.180180,34.251450
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.009144,0.257440,0.348888,0.085552,0.122111,0.063530
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.021242,0.174581,0.387625,0.074749,0.172884,17.360527
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/none.txt,0.010135,0.211458,0.161252,0.073345,0.083756,17.770295
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/t5.txt,0.016072,0.151907,0.361974,0.080586,0.131627,12.584775
fauna,modeler,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/bart.txt,0.015449,0.163930,0.401024,0.085470,0.165529,14.174755
fauna,modeler,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/bert.txt,0.024894,0.282605,0.422470,0.078067,0.141133,-5.140817
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/longformer_ext.txt,0.015208,0.139373,0.354493,0.082576,0.136851,6.034413
fauna,modeler,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/none.txt,0.015673,0.256207,0.213800,0.068344,0.092794,11.538376
fauna,modeler,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/t5.txt,0.015328,0.128293,0.320737,0.059095,0.143779,1.283607
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/bart.txt,0.040505,0.191623,0.435039,0.120316,0.188976,14.399758
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/bert.txt,0.025396,0.249894,0.382979,0.103301,0.145745,-10.321423
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/longformer_ext.txt,0.044915,0.172920,0.372637,0.091975,0.158416,4.815992
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/none.txt,0.020589,0.251847,0.217307,0.109860,0.119907,11.108267
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/t5.txt,0.008875,0.128229,0.352941,0.104803,0.154684,6.342317
fauna,modeler,bart,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_fauna_insights+example_table_rep1/02_summaries/bart.txt,0.010396,0.150921,0.371117,0.053827,0.146096,14.847167
fauna,modeler,bert,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_fauna_insights+example_table_rep1/02_summaries/bert.txt,0.012566,0.270468,0.373538,0.057327,0.137959,-11.367215
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_fauna_insights+example_table_rep1/02_summaries/longformer_ext.txt,0.005833,0.134246,0.296900,0.037582,0.132137,6.836334
fauna,modeler,none,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_fauna_insights+example_table_rep1/02_summaries/none.txt,0.009300,0.230499,0.177738,0.046663,0.082374,6.755647
fauna,modeler,t5,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_fauna_insights+example_table_rep1/02_summaries/t5.txt,0.010649,0.160165,0.369511,0.063071,0.155758,5.086152
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/bart.txt,0.037748,0.187703,0.431887,0.119312,0.187689,34.751677
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/bert.txt,0.026683,0.266144,0.395312,0.103467,0.149174,0.777072
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/longformer_ext.txt,0.052080,0.204732,0.367410,0.103156,0.156802,6.287914
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/none.txt,0.015831,0.246914,0.212325,0.092184,0.112882,12.749342
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/t5.txt,0.011871,0.134283,0.321767,0.069547,0.143007,13.834970
fauna,modeler,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_fauna_insights+example_plot_plus_table_rep1/02_summaries/bart.txt,0.036836,0.174769,0.414938,0.078138,0.175934,18.139231
fauna,modeler,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_fauna_insights+example_plot_plus_table_rep1/02_summaries/bert.txt,0.013999,0.278588,0.384399,0.063581,0.140732,-4.647727
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_fauna_insights+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.007204,0.138035,0.327335,0.039485,0.128535,10.256345
fauna,modeler,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_fauna_insights+example_plot_plus_table_rep1/02_summaries/none.txt,0.012136,0.237588,0.186521,0.058250,0.083949,13.602850
fauna,modeler,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_fauna_insights+example_plot_plus_table_rep1/02_summaries/t5.txt,0.023702,0.162028,0.375212,0.074830,0.152801,15.403529
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/bart.txt,0.036671,0.178748,0.375123,0.098912,0.163870,6.930670
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/bert.txt,0.028357,0.276970,0.397679,0.110876,0.154008,-6.362927
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.045342,0.181261,0.344638,0.089991,0.161320,4.202279
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/none.txt,0.015965,0.246828,0.214465,0.104573,0.114947,7.903232
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/t5.txt,0.014340,0.145294,0.370293,0.096436,0.156904,13.721042
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_fauna_all_three_plot_rep1/02_summaries/bart.txt,0.027131,0.182539,0.428220,0.092030,0.175554,20.088685
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_fauna_all_three_plot_rep1/02_summaries/bert.txt,0.013753,0.284271,0.400163,0.075041,0.146699,-6.176080
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_fauna_all_three_plot_rep1/02_summaries/longformer_ext.txt,0.016684,0.196432,0.419429,0.075676,0.183500,17.751973
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_fauna_all_three_plot_rep1/02_summaries/none.txt,0.010098,0.235899,0.182805,0.064571,0.087404,7.487541
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_fauna_all_three_plot_rep1/02_summaries/t5.txt,0.008581,0.145176,0.349869,0.040105,0.127067,9.785245
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/bart.txt,0.051707,0.220466,0.468124,0.131387,0.185792,21.066371
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/bert.txt,0.011377,0.227684,0.320588,0.083415,0.123529,-13.144630
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/longformer_ext.txt,0.022935,0.181394,0.360159,0.073424,0.143426,-12.341538
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/none.txt,0.013979,0.225016,0.194158,0.096253,0.096220,10.587591
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/t5.txt,0.015580,0.159519,0.361516,0.079844,0.145773,12.150161
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_fauna_all_three_table_rep1/02_summaries/bart.txt,0.024911,0.171473,0.392552,0.063714,0.161365,7.824178
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_fauna_all_three_table_rep1/02_summaries/bert.txt,0.009056,0.277087,0.354144,0.061381,0.132165,0.822857
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_fauna_all_three_table_rep1/02_summaries/longformer_ext.txt,0.013996,0.170119,0.363775,0.042683,0.149163,2.763562
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_fauna_all_three_table_rep1/02_summaries/none.txt,0.007441,0.210713,0.159686,0.048442,0.075393,9.640270
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_fauna_all_three_table_rep1/02_summaries/t5.txt,0.012137,0.162168,0.372323,0.039604,0.135091,26.140940
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/bart.txt,0.022718,0.193629,0.403086,0.098551,0.169720,23.552597
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/bert.txt,0.012450,0.248492,0.355619,0.091125,0.129919,-9.647655
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/longformer_ext.txt,0.025266,0.169153,0.421053,0.114236,0.159649,0.328719
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/none.txt,0.009019,0.211939,0.186491,0.076776,0.088557,8.312656
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/t5.txt,0.015363,0.153849,0.343195,0.069170,0.147929,20.518988
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_fauna_all_three_plot_plus_table_rep1/02_summaries/bart.txt,0.032369,0.169096,0.391632,0.080469,0.177406,12.877226
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_fauna_all_three_plot_plus_table_rep1/02_summaries/bert.txt,0.010955,0.283244,0.386310,0.075591,0.147128,-2.870469
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_fauna_all_three_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.022562,0.156150,0.372011,0.078083,0.157662,25.071613
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_fauna_all_three_plot_plus_table_rep1/02_summaries/none.txt,0.009766,0.232529,0.178608,0.056464,0.086843,6.668406
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_fauna_all_three_plot_plus_table_rep1/02_summaries/t5.txt,0.007826,0.143689,0.360862,0.048561,0.140036,10.747879
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/bart.txt,0.036413,0.186354,0.411600,0.103093,0.173994,32.876953
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/bert.txt,0.010596,0.229470,0.324271,0.083127,0.118636,-3.286902
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.018314,0.172769,0.345622,0.066154,0.122888,12.461538
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/none.txt,0.014151,0.221617,0.194640,0.084656,0.096968,16.365945
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,Yes,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/t5.txt,0.015962,0.162607,0.350663,0.089888,0.159021,16.108235
fauna,modeler,bart,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_fauna_none_plot_rep2/02_summaries/bart.txt,0.018787,0.132830,0.346225,0.071956,0.160221,16.052102
fauna,modeler,bert,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_fauna_none_plot_rep2/02_summaries/bert.txt,0.023113,0.278029,0.434385,0.081466,0.158698,5.428309
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_fauna_none_plot_rep2/02_summaries/longformer_ext.txt,0.015374,0.162704,0.386986,0.111492,0.198630,21.638759
fauna,modeler,none,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_fauna_none_plot_rep2/02_summaries/none.txt,0.016089,0.270984,0.245367,0.078597,0.107172,19.895411
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_fauna_none_plot_rep2/02_summaries/t5.txt,0.011131,0.133549,0.358238,0.084453,0.162835,20.683144
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_milk_consumption_none_plot_rep2/02_summaries/bart.txt,0.045088,0.188772,0.461856,0.150826,0.200000,28.791190
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_milk_consumption_none_plot_rep2/02_summaries/bert.txt,0.048061,0.285273,0.477521,0.171533,0.179830,9.520107
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_milk_consumption_none_plot_rep2/02_summaries/longformer_ext.txt,0.042435,0.192773,0.411387,0.103036,0.200184,28.962263
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_milk_consumption_none_plot_rep2/02_summaries/none.txt,0.029817,0.275497,0.260196,0.144062,0.137617,23.082926
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,No,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/25_milk_consumption_none_plot_rep2/02_summaries/t5.txt,0.009123,0.137091,0.363029,0.102679,0.158129,29.019589
fauna,modeler,bart,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_fauna_none_table_rep2/02_summaries/bart.txt,0.013519,0.158945,0.365416,0.062092,0.150082,3.054890
fauna,modeler,bert,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_fauna_none_table_rep2/02_summaries/bert.txt,0.019231,0.271287,0.369748,0.063919,0.139496,1.557616
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_fauna_none_table_rep2/02_summaries/longformer_ext.txt,0.011143,0.170914,0.386646,0.049767,0.170807,-1.912254
fauna,modeler,none,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_fauna_none_table_rep2/02_summaries/none.txt,0.009323,0.230251,0.179217,0.049064,0.085521,15.161798
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_fauna_none_table_rep2/02_summaries/t5.txt,0.015543,0.147787,0.357561,0.075314,0.163743,10.626831
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_milk_consumption_none_table_rep2/02_summaries/bart.txt,0.039809,0.173982,0.416335,0.129741,0.189243,21.107385
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/26_milk_consumption_none_table_rep2/02_summaries/bert.txt,0.028270,0.259677,0.379639,0.110403,0.144221,-7.510536
