mean [household-risk-att-init] of households,mean [household-risk-att-init] of households.1,mean [household-risk-att-init] of households.2,mean [household-risk-att-init] of households.3,mean [household-risk-att-init] of households.4,mean [household-risk-att-init] of households.5,mean [household-risk-att-init] of households.6,mean [household-risk-att-init] of households.7,mean [household-risk-att-init] of households.8,mean [household-risk-att-init] of households.9,mean [household-risk-att-init] of households.10,mean [household-risk-att-init] of households.11,mean [household-risk-att-init] of households.12,mean [household-risk-att-init] of households.13,mean [household-risk-att-init] of households.14,mean [household-risk-att-init] of households.15,mean [household-risk-att-init] of households.16,mean [household-risk-att-init] of households.17,mean [household-risk-att-init] of households.18,mean [household-risk-att-init] of households.19,mean [household-risk-att-init] of households.20,mean [household-risk-att-init] of households.21,mean [household-risk-att-init] of households.22,mean [household-risk-att-init] of households.23,mean [household-risk-att-init] of households.24,mean [household-risk-att-init] of households.25,mean [household-risk-att-init] of households.26,mean [household-risk-att-init] of households.27,mean [household-risk-att-init] of households.28,mean [household-risk-att-init] of households.29
0.0749999999999999,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.0008333333333333538,-0.0599999999999999,-9.251858538542973e-19,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0924999999999999,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.0549999999999999,0.0449999999999999
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1375,-0.0008333333333333223,-0.0599999999999999,-3.700743415417189e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333119,-0.0599999999999999,9.251858538542969e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.0449999999999999
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.1149999999999999,0.0724999999999999,0.1375,-0.0008333333333333526,-0.0599999999999999,0.0,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1375,-0.0008333333333333359,-0.0599999999999999,1.295260195396016e-17,-0.0483333333333333,0.0374999999999999,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333332,-0.0625,-0.0199999999999999,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0724999999999999,0.1374999999999999,-0.000833333333333347,-0.0599999999999999,-7.401486830834377e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0924999999999999,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.045
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333332,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.0008333333333333377,-0.06,-4.625929269271485e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333332,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.045
0.0749999999999999,0.0449999999999999,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333332,0.1149999999999999,0.0725,0.1375,-0.0008333333333333489,-0.06,-1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333332,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333377,-0.06,1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0524999999999999,-0.0924999999999999,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.045
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.0008333333333333415,-0.0599999999999999,1.4802973661668754e-17,-0.0483333333333333,0.0375,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333434,-0.0599999999999999,9.251858538542969e-18,-0.0483333333333333,0.0375,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.0449999999999999
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1374999999999999,-0.00083333333333331,-0.06,-9.251858538542969e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.000833333333333334,-0.06,7.401486830834377e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0924999999999999,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.0549999999999999,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.000833333333333334,-0.06,3.700743415417189e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0624999999999999,-0.0199999999999999,0.0549999999999999,0.045
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0724999999999999,0.1375,-0.000833333333333334,-0.06,9.251858538542969e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333332,0.1149999999999999,0.0725,0.1375,-0.000833333333333334,-0.0599999999999999,-8.326672684688674e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.0549999999999999,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0724999999999999,0.1374999999999999,-0.000833333333333347,-0.0599999999999999,1.1102230246251566e-17,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333332,-0.0908333333333333,0.01,0.0525,-0.0924999999999999,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.0749999999999999,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.0008333333333333507,-0.0599999999999999,4.625929269271485e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.000833333333333304,-0.0599999999999999,-1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0624999999999999,-0.0199999999999999,0.0549999999999999,0.045
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0724999999999999,0.1374999999999999,-0.0008333333333333507,-0.06,-1.6653345369377347e-17,-0.0483333333333333,0.0375,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0924999999999999,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333332,-0.1116666666666667,-0.0575,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.000833333333333347,-0.0599999999999999,-9.251858538542973e-19,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.0749999999999999,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333304,-0.06,-1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.0449999999999999
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333313,-0.06,-2.0354088784794538e-17,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.0749999999999999,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.1149999999999999,0.0725,0.1375,-0.0008333333333333332,-0.06,5.551115123125783e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.045
0.0749999999999999,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333262,-0.06,-1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.0449999999999999
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1374999999999999,-0.0008333333333333234,-0.06,1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.000833333333333342,-0.0599999999999999,4.625929269271485e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333332,-0.0908333333333333,0.0099999999999999,0.0524999999999999,-0.0924999999999999,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.0449999999999999
0.0749999999999999,0.0449999999999999,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1374999999999999,-0.0008333333333333285,-0.06,-1.572815951552305e-17,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.0199999999999999,0.055,0.0449999999999999
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1375,-0.000833333333333334,-0.06,-9.251858538542973e-19,-0.0483333333333333,0.0375,-0.1116666666666667,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.0449999999999999
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333332,-0.1116666666666667,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.000833333333333334,-0.0599999999999999,-2.4980018054066026e-17,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.0199999999999999,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333415,-0.06,1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0924999999999999,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.0449999999999999
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.1149999999999999,0.0725,0.1375,-0.0008333333333333377,-0.06,1.8503717077085946e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333415,-0.06,-8.789265611615822e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1374999999999999,-0.0008333333333333138,-0.06,-7.401486830834377e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.0199999999999999,0.055,0.0449999999999999
0.075,0.045,0.0124999999999999,-0.0408333333333333,-0.1116666666666666,-0.0575,-0.0708333333333333,0.1149999999999999,0.0725,0.1374999999999999,-0.0008333333333333304,-0.0599999999999999,-1.8503717077085946e-18,-0.0483333333333333,0.0374999999999999,-0.1116666666666667,0.0683333333333332,-0.0908333333333333,0.0099999999999999,0.0524999999999999,-0.0925,-0.0141666666666667,0.1816666666666666,0.0108333333333333,0.1125,-0.0283333333333333,-0.0624999999999999,-0.02,0.055,0.045
0.075,0.0449999999999999,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333332,0.1149999999999999,0.0725,0.1375,-0.0008333333333333377,-0.06,-1.8503717077085946e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0924999999999999,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.02,0.0549999999999999,0.045
0.0749999999999999,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.1149999999999999,0.0725,0.1375,-0.0008333333333333289,-0.06,2.775557561562892e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0525,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.0749999999999999,0.0449999999999999,0.0124999999999999,-0.0408333333333333,-0.1116666666666667,-0.0575,-0.0708333333333333,0.115,0.0724999999999999,0.1374999999999999,-0.0008333333333333415,-0.0599999999999999,5.551115123125783e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.01,0.0524999999999999,-0.0925,-0.0141666666666666,0.1816666666666666,0.0108333333333333,0.1124999999999999,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
0.075,0.045,0.0125,-0.0408333333333333,-0.1116666666666666,-0.0574999999999999,-0.0708333333333333,0.115,0.0725,0.1375,-0.0008333333333333369,-0.06,-5.551115123125783e-18,-0.0483333333333333,0.0375,-0.1116666666666666,0.0683333333333333,-0.0908333333333333,0.0099999999999999,0.0525,-0.0925,-0.0141666666666666,0.1816666666666667,0.0108333333333333,0.1125,-0.0283333333333333,-0.0625,-0.02,0.055,0.045
