mean [choice-function-deviation] of turtles,mean [choice-function-deviation] of turtles.1,mean [choice-function-deviation] of turtles.2,mean [choice-function-deviation] of turtles.3,mean [choice-function-deviation] of turtles.4,mean [choice-function-deviation] of turtles.5,mean [choice-function-deviation] of turtles.6,mean [choice-function-deviation] of turtles.7,mean [choice-function-deviation] of turtles.8,mean [choice-function-deviation] of turtles.9,mean [choice-function-deviation] of turtles.10,mean [choice-function-deviation] of turtles.11,mean [choice-function-deviation] of turtles.12,mean [choice-function-deviation] of turtles.13,mean [choice-function-deviation] of turtles.14,mean [choice-function-deviation] of turtles.15,mean [choice-function-deviation] of turtles.16,mean [choice-function-deviation] of turtles.17,mean [choice-function-deviation] of turtles.18,mean [choice-function-deviation] of turtles.19,mean [choice-function-deviation] of turtles.20,mean [choice-function-deviation] of turtles.21,mean [choice-function-deviation] of turtles.22,mean [choice-function-deviation] of turtles.23,mean [choice-function-deviation] of turtles.24,mean [choice-function-deviation] of turtles.25,mean [choice-function-deviation] of turtles.26,mean [choice-function-deviation] of turtles.27,mean [choice-function-deviation] of turtles.28,mean [choice-function-deviation] of turtles.29
0.6191539783820098,0.620553595153306,0.6194842885499512,0.6202995785223263,0.6176903387835864,0.6208614241288549,0.617229196020099,0.6224430079755959,0.6223620522945171,0.6206705385008034,0.6218312309408557,0.6214664635281846,0.6206447624968504,0.619797339327547,0.6200798093419497,0.6195851584051141,0.6184116317926044,0.6187313862990126,0.6191132897651995,0.6186637571308792,0.6187669464163198,0.622245602032708,0.6181023886203973,0.6191221641766457,0.6203345339466172,0.6157683727841082,0.6171950613650004,0.6198517962654185,0.6185461885522331,0.6181174829416307
0.6275444283953573,0.6291346158975506,0.6278357765772183,0.6276266647380648,0.6252862150911607,0.6298765197121176,0.6250441135906564,0.6307571647575838,0.6314259416089755,0.6300397944766654,0.6301871478814608,0.6299902642646423,0.6296216681727085,0.6284085089321898,0.6275134476954009,0.6275672181914415,0.6269719804764803,0.6257377793978092,0.6262684770377429,0.6282095005738006,0.6255990622619615,0.6308913820024982,0.6261057512651027,0.6257231678765972,0.6291018952730015,0.6238967224320828,0.6271105670204171,0.6285877338658733,0.6273125406183784,0.6264519933970275
0.6373651418970927,0.6378527840708936,0.6374204642526171,0.6392791028179294,0.6331703134035583,0.6383357317174571,0.6342036008072371,0.6395751913542685,0.6406897359225097,0.6401144973028046,0.6389948849061403,0.6396231960024285,0.637507976666589,0.6380881104474747,0.6360973011429236,0.6366677102418716,0.636306149694798,0.6353183246482621,0.6351886172747445,0.6370568031088353,0.6354937715485761,0.6399223432127151,0.6348894646957693,0.6347224421029084,0.6393699547710967,0.6339715620898625,0.6372060742408547,0.6372051107594138,0.6366020351494921,0.6350821173703527
0.6473218409112577,0.6469361394497971,0.6475534894986948,0.6489839930999511,0.6422139752959445,0.6493311500043231,0.6437651198627741,0.648189979083886,0.6498462751396331,0.6488394596138662,0.6481664455624488,0.6482996129231504,0.6458185344940208,0.6496496902053908,0.6457361426682153,0.6488741051673167,0.6453297616279994,0.6448686459149328,0.6448311365068153,0.6475919394085948,0.6448539691686036,0.6504711763845649,0.6446557486061153,0.645595742994497,0.6476797813755756,0.6435172926421744,0.6465998135082694,0.6459152334448056,0.6459762522081779,0.6444360258884214
0.6573090860140239,0.6559145507918168,0.6565525252607484,0.6579821885064719,0.6505764419168848,0.6580354238606132,0.6532938094263285,0.6582982152640376,0.659186462796754,0.6583739617411364,0.6574522815804736,0.6572554694106578,0.6551122108562667,0.6585064927144177,0.6549534322012847,0.6578719844430779,0.6545572618919677,0.653670946677485,0.6541520259848334,0.6570804107355033,0.6546148519956367,0.6598820486570733,0.6531221418202188,0.6562928190540386,0.6564508216880384,0.6523944076378604,0.6551114512369332,0.6558563846586881,0.654226810329141,0.6539017230570431
0.666710631563288,0.6650782043995914,0.6644771485147011,0.6660984329805352,0.6589823220828243,0.6664404344655358,0.6638274946953916,0.6675979937382694,0.6678786405240142,0.6669694984867328,0.6656952822528401,0.6655996740545506,0.6634207683383717,0.6675160904774041,0.6633817720104199,0.6658360372009271,0.6634170589639359,0.6633862666888498,0.6632593340930529,0.6657593260777577,0.6635720803606913,0.6689077289088627,0.6621272386538141,0.6648373000957117,0.6664124675341108,0.6617875330637766,0.6639064085763411,0.6653965241535879,0.6632394223652303,0.6623872756626276
0.674802432624492,0.6733666082188936,0.6739138720389344,0.6744432831327793,0.6674573923949606,0.6753301121020251,0.6716086629330295,0.6754252737172465,0.6753314076422151,0.6747542031505688,0.6744475612795099,0.6735250985651235,0.6714805127155967,0.6757345739096029,0.672015836240615,0.6737313441851176,0.6724821606866935,0.6710513636951689,0.6721102749013427,0.6732977266284514,0.6714603061828937,0.6760332735233952,0.6705678261987502,0.672744452113511,0.6741740210075264,0.6692525740210483,0.6723664264130317,0.6725237355654631,0.6720696422056718,0.6707474002655789
0.6825535904629427,0.680658276476721,0.6822550590415077,0.6817899938818487,0.675301124513644,0.682442476913628,0.6795619112646843,0.6837953822911266,0.6819835056552641,0.6825440957008744,0.6822670320635988,0.6808734390647402,0.6797202458483306,0.6830999272747756,0.6793119683795162,0.6809914228319595,0.6794546085140085,0.6787386781811405,0.6794015004748062,0.6805864493843312,0.6800042652217148,0.6845754144145981,0.6784425625121565,0.681385381740241,0.6819351121788769,0.6773304393632645,0.6804923127194737,0.6791631744900863,0.6801599147319165,0.678416131423832
0.6893314728446763,0.6879168821681265,0.6901620339058776,0.6881900023045558,0.6829887322365614,0.6886745058551064,0.6862134588146289,0.6912844883539545,0.6892503726766263,0.6888448608436308,0.6889673237021847,0.6877150555580621,0.6869439006633569,0.6900970833855673,0.6866202615359636,0.6878868848349409,0.6871378208928148,0.6855540670018535,0.6863576413504127,0.6876126281750083,0.6867061262804297,0.6915172956428377,0.6852951915046958,0.6881884132583109,0.6884853737002292,0.684183618976661,0.687228181493527,0.6864067844366659,0.687206199339506,0.6846450291666887
0.695675963721067,0.6948702001882655,0.6960749932829051,0.6947404302525009,0.6897790313542975,0.6952623038384278,0.6927016960575838,0.6973282260857261,0.6957168261402698,0.695073920718807,0.6953012822467781,0.6945143357201283,0.6939133695548909,0.6962489410540422,0.6932344703345356,0.6953102898709661,0.6932663174236594,0.6927140871940183,0.693178707158543,0.6940039758413421,0.6934594531255339,0.6970187256492529,0.6923017173405233,0.6948514059780768,0.6957151739077891,0.691448214932819,0.6936249452228505,0.6930037539946321,0.693880710587972,0.6909677402639579
0.7015459023742929,0.7004735278419041,0.70135536967781,0.7013694694276847,0.6958436361811188,0.7013704824602005,0.6993908011588792,0.7036457482765588,0.7022218287914518,0.701739502134676,0.701411051695352,0.7005780226266988,0.7000465566705413,0.7018793654375897,0.6993231753434858,0.7018957581363039,0.6992820146268732,0.6990031322371729,0.6991043284357826,0.700344850830929,0.6999925378448812,0.7029840231851133,0.6980401846925587,0.7011684287684027,0.7012223481480209,0.6971979612838141,0.6994500033333818,0.6991093035113932,0.7001747868223976,0.6977516736732977
0.7067097318268283,0.7054812629428646,0.7068362511392635,0.7065322671912377,0.7016506650246678,0.7063139412684912,0.7051209963027049,0.7093212886236321,0.7067536276455884,0.7071411426875184,0.7072122748867634,0.7059860427753912,0.705954949245247,0.707794200952646,0.7047774498243972,0.7069274475425144,0.7045429819863646,0.7043655482972827,0.7050637416952104,0.7064718921978785,0.7063163596115577,0.708350538740944,0.7035869461200662,0.7064428996997134,0.7068000628781912,0.7035651040760383,0.7051269590588848,0.7041230040564701,0.7059449636371228,0.7030323260162179
0.7109298200755458,0.7106121949662466,0.7120606291733826,0.7116124250384815,0.7080000605126422,0.711831303895908,0.7101775912826566,0.7146889971061626,0.7116020337650425,0.7125365335583745,0.7124175912428528,0.7111174667350686,0.7109210595123732,0.7131641196425414,0.7103190481221567,0.7118000021665201,0.7096023062038045,0.7093925123358641,0.7097779369653061,0.7113785919695387,0.711812415130581,0.7123358260467588,0.7089674394671003,0.7112689573569183,0.7119122055078546,0.7089310280669842,0.7105006110512913,0.7091232594222516,0.7119121793189369,0.7084724909479145
0.716090800308851,0.7152222164655657,0.716567724919762,0.7167484712555642,0.712386317827092,0.7164286400515122,0.7151954720102346,0.7192528130193159,0.7166007810465156,0.717487760962344,0.7166937300146974,0.7157969023015262,0.7156891742432245,0.7174787754108111,0.7149822334496865,0.7159213105640729,0.7141785239305006,0.7140820469703353,0.7148667323853787,0.7159980576921119,0.7167809199733741,0.7174457083725225,0.7133667269982934,0.7160255811909,0.7171949371123723,0.7143062810671194,0.7151296054438858,0.7137580596488597,0.716424384095215,0.7138285222784166
0.7210559407671403,0.7197791886362992,0.7212907477416078,0.7215710391081515,0.7175892863908694,0.7214021976173535,0.7195576800867091,0.7236415891785157,0.7203328875609335,0.7211102432666245,0.7215588543963792,0.7202749066118247,0.7204702253944185,0.7225107060261403,0.7191176970180195,0.720880764645087,0.7185548703432297,0.7192521208864162,0.7194359346683133,0.7207477071782586,0.7208715523835431,0.721932246366945,0.7178300952438007,0.72069329864792,0.7211830972680862,0.7187259844012373,0.7193771321469938,0.7183887952889242,0.7202435773175709,0.7183322477187778
0.7249524410861534,0.7239363504709315,0.7258038404028837,0.7260129500855185,0.7217104614086045,0.7257476583385106,0.72377548904189,0.7271515454610802,0.7250451206114457,0.7258753747070682,0.7249075706685462,0.7243163047927298,0.7243537471762439,0.7263405655239643,0.7235684351905003,0.7250514869750021,0.7229308168004756,0.7238199662128942,0.7235420030476184,0.7248103541076639,0.7248335667725998,0.7259936603276248,0.7226500034742115,0.7246098630827272,0.7255522568036152,0.7235003976805587,0.723583204888145,0.7230001986192699,0.7245986836361533,0.7226138047379882
0.7291623813047889,0.7279699065870097,0.7295264780762005,0.7297763926439181,0.7256177849804277,0.7292863180942843,0.7270842343079682,0.731433008721335,0.7298014374787797,0.7293872511400713,0.7286128491829932,0.7277209347201744,0.7281363788345954,0.7303718283822703,0.7276795463073793,0.7291323947267864,0.7277665766019479,0.7278916041739241,0.7270703351806277,0.7288861848929262,0.7288926855966796,0.729444194023513,0.7268936149002151,0.7283712815756649,0.7293937614271164,0.7268164551015381,0.7278297447135076,0.7272848044851966,0.7284442722975544,0.7274292371334151
0.7331030101105084,0.7321272448245922,0.7328383656554048,0.7337343441316241,0.7296952817303098,0.7334420347183279,0.7302691587835147,0.7347607817266786,0.7333081492261336,0.733003883628411,0.7322504760304329,0.7316929416855732,0.7317074196152068,0.7337023001178541,0.7312311867121857,0.7326819922460144,0.731781493153837,0.7322209157849725,0.731184162123492,0.73242277413795,0.7324772960396516,0.7334957558781094,0.7307017883119452,0.73239970981398,0.7329276017383404,0.730353968906415,0.7316840378491841,0.7307524042278344,0.7321593781069923,0.7310606492107998
0.7364845212983046,0.7358466146661368,0.7366726743198098,0.7372268649565226,0.7339774102317194,0.7366854465350223,0.7337939839912778,0.7384524120987747,0.7371887343925805,0.7365404690089103,0.7357921966716919,0.735210720759065,0.7355625900922295,0.7373925707102646,0.7349801733377669,0.7364581605014776,0.7356053990496763,0.7356518353766353,0.7346956949762851,0.7362983740518064,0.7360009883846299,0.7367346867624824,0.7344621525892511,0.735899287634312,0.7365140570292756,0.733872399795265,0.7354149035546016,0.7342882496221135,0.7354995589504092,0.7343838177799407
0.7401717945866692,0.7394819293485831,0.7399876788578951,0.7407906049120925,0.7376573085865786,0.7398149000554917,0.737823889211337,0.7415424515115816,0.7403379160713224,0.740041252372224,0.7395436027648276,0.7390164772838929,0.7384110461574143,0.7414401657023679,0.7385298565271993,0.7394534903188053,0.73895496043006,0.7393509333511928,0.7383047712548526,0.7401036210363584,0.73990678346105,0.7399488732151835,0.7380373814000368,0.7395104623949794,0.7394457379864973,0.7376133619440556,0.7384616050392752,0.7375764858480691,0.7393843016777694,0.737889835640913
0.7438902483694559,0.7431693202301372,0.7435490807451345,0.7445278406964362,0.7410752068535159,0.7436580713089067,0.7414329082953737,0.745238719396251,0.7433877492525637,0.7435449003648853,0.7436751084633534,0.7425713858124775,0.7423461807631179,0.7450376821369951,0.7420496822131482,0.7434685906189773,0.742709467206907,0.7433724975775291,0.7422349316955664,0.7432597627370344,0.7429470151871973,0.7440520129611969,0.7419004215449444,0.7430747029334546,0.7432068257595338,0.7408313711147272,0.7422442911211529,0.7410228108768353,0.7430232761781088,0.7416689725591725
0.7476547888007548,0.7468369822109102,0.7470883796848523,0.7481221351040465,0.7450545597474612,0.7473966856997794,0.7455949199912288,0.7491553697670539,0.7472211049930144,0.7475083707420883,0.7472590439406754,0.7463924343438484,0.7463592040183633,0.7485686466728856,0.7457875817316858,0.7476482775061715,0.7463099636315709,0.74708543603372,0.7460837156744324,0.746972117898968,0.7470311577236999,0.7473743208646998,0.7461726914714479,0.7469025747836605,0.7478237685223184,0.7449741399734178,0.7462308960232482,0.7453500403382284,0.7467446174490998,0.7451338165681004
0.7516521094030263,0.7508386890471304,0.7513359875764507,0.7518296966068437,0.7489669280333756,0.7517781948303411,0.749675241250825,0.7527270571190231,0.7509440379157996,0.7510605594176827,0.7512563766276183,0.7504316748130613,0.7507485659114198,0.7523655781586444,0.7499184360309616,0.7515914652958916,0.7500774576149869,0.7509857750673732,0.7501975633676203,0.751077342465902,0.7514044436636209,0.750900501587137,0.749866932905989,0.7509471553141023,0.7517610385454266,0.748888016191931,0.7503395891935885,0.7495024266185779,0.7511678320459961,0.7492786889284753
