mean [value-env-deviation] of turtles,mean [value-env-deviation] of turtles.1,mean [value-env-deviation] of turtles.2,mean [value-env-deviation] of turtles.3,mean [value-env-deviation] of turtles.4,mean [value-env-deviation] of turtles.5,mean [value-env-deviation] of turtles.6,mean [value-env-deviation] of turtles.7,mean [value-env-deviation] of turtles.8,mean [value-env-deviation] of turtles.9,mean [value-env-deviation] of turtles.10,mean [value-env-deviation] of turtles.11,mean [value-env-deviation] of turtles.12,mean [value-env-deviation] of turtles.13,mean [value-env-deviation] of turtles.14,mean [value-env-deviation] of turtles.15,mean [value-env-deviation] of turtles.16,mean [value-env-deviation] of turtles.17,mean [value-env-deviation] of turtles.18,mean [value-env-deviation] of turtles.19,mean [value-env-deviation] of turtles.20,mean [value-env-deviation] of turtles.21,mean [value-env-deviation] of turtles.22,mean [value-env-deviation] of turtles.23,mean [value-env-deviation] of turtles.24,mean [value-env-deviation] of turtles.25,mean [value-env-deviation] of turtles.26,mean [value-env-deviation] of turtles.27,mean [value-env-deviation] of turtles.28,mean [value-env-deviation] of turtles.29
13.421719539186263,13.458312480943166,13.438492416673238,13.440944723193352,13.392083398846893,13.4527713587828,13.395356315159486,13.45611677233575,13.448331328486272,13.435493704638754,13.43661431823269,13.426865360050988,13.392721974051694,13.424887679481644,13.436248432259672,13.435657731161015,13.40613922785516,13.423730560121651,13.434844549643357,13.388351680869372,13.419616716761992,13.452340615937723,13.438788703482482,13.445254848553237,13.426845992269318,13.42604539056348,13.423938570980336,13.438335413623118,13.45187815601799,13.437913721276551
13.456903306810846,13.474134234487252,13.457086474174783,13.462519532266862,13.44004556429319,13.471435130816824,13.43922590914283,13.475445694378683,13.472367568557678,13.471659457392407,13.489470040078206,13.463924252929704,13.451293247384386,13.442336647704328,13.4650224668892,13.45719427881948,13.461525699807634,13.453237295158887,13.46181006430826,13.434339619348211,13.445743988966903,13.48388399998087,13.4649638433431,13.469173737357949,13.455338881313864,13.464679087854291,13.463756148307288,13.468918810326262,13.473442090000562,13.460014059036702
13.46937987952552,13.47898109341614,13.473214223089208,13.475005900296996,13.452978354909243,13.472478690462609,13.460375885839904,13.473384395689724,13.46757048077372,13.469381597192978,13.488512373934237,13.481100620784884,13.461434022174013,13.456426526195724,13.468089967823907,13.45670901421113,13.467052923287977,13.472420880131526,13.478279759742485,13.443940583198966,13.462744329596177,13.484843084500753,13.4716437442067,13.468294869079768,13.484714822137526,13.481771175742606,13.481053408010164,13.479650308972248,13.473153213272228,13.466623710005416
13.467523091725074,13.481445805984444,13.4785885987521,13.48607626773122,13.471252777844594,13.47276084886192,13.4649671507317,13.474201398916554,13.468190183823818,13.470387260234016,13.49033467448838,13.483572583344309,13.469984120201412,13.469342617634888,13.47370544821182,13.469416568893216,13.470876931619982,13.472797022861744,13.480902502170716,13.473601992979514,13.467459216941704,13.485145003415166,13.4757869267773,13.470804384355471,13.48675154134494,13.485537885158392,13.48087285805882,13.482276821274366,13.475316835506677,13.468873035015648
13.46027587019905,13.476721174755625,13.477210230538004,13.478643054490584,13.470680265078816,13.471739004225997,13.461498375446444,13.470888609909393,13.459322232389136,13.465558852886646,13.48637870555098,13.479641472662111,13.470537916978692,13.46497838868476,13.471588655686556,13.46524901797392,13.471815767969622,13.471616880908588,13.47799915190737,13.474230381645343,13.462497086946716,13.48442784985504,13.479445477184704,13.466317121835743,13.484758817858047,13.485349280041913,13.478115697367263,13.47742133872172,13.473839051305276,13.4741959040732
13.456607744624684,13.474444053282664,13.47403937996917,13.475489020573969,13.470184759458856,13.469585883859406,13.47050166485801,13.46926993433005,13.453285236756628,13.462255111916065,13.48396459133915,13.47751666636081,13.47077760347857,13.461702534875435,13.466889507332214,13.457753818104765,13.46879566649657,13.4687176351194,13.473649058025638,13.468935844452686,13.459814564195176,13.48090196913027,13.475989141012354,13.461840086556563,13.482108067608015,13.483883805430022,13.474337709631593,13.47487228844974,13.468924527835316,13.474469984426385
13.450138197905025,13.470890540926456,13.468381554300834,13.468162290122995,13.468498936444602,13.46419616615559,13.467271060656818,13.463145073496705,13.446321485116163,13.45804066747679,13.480209129440388,13.473817732238556,13.468572872138848,13.456223684179792,13.4604765438674,13.450852626816676,13.466408950991523,13.464460024035644,13.46923463852033,13.463141493962873,13.453116651025644,13.47780612279526,13.471268973732366,13.453691686217738,13.479226445232554,13.48050188709378,13.468498271905228,13.46951385490675,13.463842651188893,13.46934983539864
13.43746544189074,13.465247235802073,13.456586301255314,13.4597228159892,13.458069454611277,13.456321445593233,13.46083256284692,13.453969991829345,13.431955089801722,13.445995033690954,13.470935187770994,13.466730540798942,13.45790348617868,13.44734814204048,13.4531850733921,13.43867181375346,13.457095676072909,13.456918655994006,13.458976580691006,13.45375436499031,13.438230494538685,13.47065734877198,13.461719516758198,13.442093064556632,13.472131247397236,13.47265836428767,13.459145812920896,13.462626474115204,13.456182221760557,13.461136326777009
13.419688456838111,13.45243743960771,13.445654345009006,13.448169980108243,13.44868351408782,13.444942536493398,13.4500035651681,13.443834376223114,13.418457508757289,13.431818764258251,13.459209064792653,13.45416134901541,13.444384621931748,13.433564029548334,13.442849571438094,13.4252105258004,13.4494935892262,13.445530140039237,13.44895228178169,13.441674624491876,13.424124117173852,13.457853181248357,13.45184644419182,13.429249726908976,13.465375445236086,13.463990373036776,13.450250719487965,13.454124233554923,13.444784369268492,13.448719495554576
13.426597427656224,13.457408332416042,13.45326422072681,13.455107251890189,13.45811333402776,13.45173149239842,13.457633376907818,13.4504744920706,13.425373109384603,13.437558333230037,13.464979929297671,13.462448170848887,13.452329959047567,13.440063689728795,13.450008898001428,13.43554368869969,13.456194863262294,13.452521356731266,13.4558503260358,13.446835947994511,13.434646354646585,13.46282435284034,13.45773772878777,13.435580240954016,13.470936527328746,13.466949714371996,13.456463142841468,13.462210431340088,13.449673237470268,13.457558412332627
13.42504513787213,13.455696429765542,13.454130841540463,13.454047247228468,13.45467378787191,13.452159568183363,13.454942566484323,13.44874209590547,13.424507679209947,13.43616553369334,13.466261598895164,13.462881129069634,13.452720000136557,13.439920592820584,13.45052989706468,13.43150970701,13.454563708876092,13.451491069163618,13.456926255792318,13.447101970667832,13.433052868156086,13.462831782507466,13.457506722576971,13.436797997165232,13.471606144722598,13.470505433007611,13.455703099761736,13.461766704400643,13.44831818623378,13.45778604003229
13.4287715847313,13.459958807355884,13.45772935127602,13.458393171226342,13.458402691116635,13.454532472515345,13.45829492674464,13.452260098303418,13.42635099430134,13.439810691118256,13.46856370420913,13.464702877538803,13.456579055789843,13.442084054881189,13.45353970700877,13.436107234165522,13.458536373610611,13.453862123612955,13.460003834017996,13.451006243294266,13.439417350726153,13.46691903316774,13.459909412245578,13.438291789472173,13.475296601686406,13.471873867453557,13.461126496541096,13.465671859463484,13.449533552764755,13.46072524267633
13.42830109197529,13.461644867344749,13.45891472993156,13.456580810868465,13.45525256540192,13.45506634144953,13.459725365363436,13.451926349174055,13.425178217827368,13.439241725226156,13.468833905635334,13.463928966962415,13.457505643690965,13.439720797353813,13.45383408030649,13.435885029098277,13.457221622976055,13.45362519688256,13.458789559364629,13.452458845104278,13.438893103047102,13.465753188943292,13.45769850819082,13.437324831087617,13.474259672171751,13.471200366152097,13.46078284389956,13.464539864678608,13.44965177336795,13.459162942434904
13.4197815325839,13.453877749730347,13.452860264379806,13.44746748521534,13.447155579969593,13.45060897622495,13.450614863092758,13.444013524631112,13.415741966303743,13.428805942147015,13.459929213354515,13.4559638955195,13.4487971968312,13.431085951638613,13.446150846365397,13.422797160428296,13.448151485536144,13.445477956068665,13.45144359592792,13.445204535163056,13.42929146782066,13.455234770033798,13.447940706241791,13.426698326071865,13.468928480559711,13.465910625453974,13.451693357446102,13.460134463504316,13.441673578307942,13.450532997788429
13.415643522080064,13.452945269223507,13.45341323313515,13.447786571665564,13.446054342520616,13.449032049661993,13.448476494866204,13.441669355272325,13.415701824118024,13.427183994022348,13.457057313667054,13.455291677329038,13.445861929745172,13.427390580499289,13.446621722986968,13.416847319465118,13.447392008180277,13.44482558512668,13.449064285215796,13.442378560112315,13.425840007352404,13.455431124633265,13.44704683515688,13.425886057967174,13.466440752072188,13.465131450901549,13.449944046965916,13.457602578760428,13.439972926331688,13.450102264946809
13.409836221773842,13.445702445488148,13.448215258529093,13.440583688766052,13.440622873244733,13.443322467554994,13.44274315448093,13.436263423680632,13.410266819494405,13.420437122807677,13.452267625360408,13.451720907123926,13.440971716910877,13.420019980586291,13.439658505299336,13.406305757320355,13.442105353670044,13.437700318049618,13.443037392229115,13.43703847692024,13.422287796860877,13.450345412876654,13.437994668214186,13.417622950485551,13.46396171196669,13.457238684610086,13.44540673465408,13.448664995619923,13.433787104949303,13.443004151986644
13.396008129374794,13.441146884589928,13.44077063564618,13.433696310837526,13.432567987993869,13.434978478012097,13.434873483354831,13.430591375726475,13.400066203413646,13.411157272068907,13.446706737726132,13.444328430023754,13.435058024364704,13.411562929920636,13.431622537157004,13.392998739028489,13.433799743044714,13.428771632210877,13.43517289471831,13.427883390744949,13.410348599906849,13.445082626095507,13.4296479543135,13.40708931423245,13.457619242720233,13.452850901830988,13.435450990537406,13.44309706632362,13.427485978408182,13.437450383961671
13.4044523132191,13.448117038132212,13.446098813636285,13.435004125533858,13.442685851858265,13.438945117343176,13.441506638003675,13.438194442647584,13.406457223885235,13.419225813169504,13.448592483962582,13.448636035321387,13.441071200472528,13.41775446530363,13.437846987336952,13.39957038784246,13.4381139298845,13.4345110374429,13.43880789397538,13.433749512392684,13.418232288296515,13.45143265642722,13.436548374415803,13.41712512074258,13.461301194897858,13.457306510311351,13.444378616013152,13.448231336743603,13.434457101472738,13.445895863536226
13.38933096315387,13.440693952836464,13.435822624817598,13.426035667837832,13.43527148827662,13.4249310746598,13.432458550030567,13.431963708725757,13.388891888041984,13.39688318753941,13.441082855122836,13.438044486168344,13.431203872124,13.404464252774217,13.426381335417602,13.38243595700804,13.42865688797004,13.420674975019946,13.430349578238388,13.422149001282367,13.405394141231726,13.444524781686283,13.425165882358408,13.407947459940733,13.451694900512102,13.45337683871652,13.431546660411245,13.440716176627104,13.425290090529195,13.432389241051109
13.381523011666616,13.432899992238228,13.422319524989904,13.419253002126853,13.421527974067788,13.420785550960254,13.421959410980822,13.421294381783596,13.378609931596811,13.382008695590883,13.432793881057249,13.432915384175764,13.42611389342805,13.393052823129215,13.416523780787797,13.363813678376204,13.425381930699627,13.41184671038006,13.422475939918115,13.414977952481598,13.39157567724381,13.439014471300386,13.414061361887818,13.399819081033788,13.44870009193783,13.447137391040515,13.425147790196135,13.429742334877137,13.41487822832299,13.422425655061994
13.38496748901314,13.43406737094928,13.425351838949917,13.419700824305952,13.42410807697098,13.42573479552579,13.424413461845912,13.426202186952176,13.382104766130468,13.38189570879337,13.435900424455156,13.438529276227063,13.42966197393658,13.394900607877322,13.420274038375428,13.367627838932604,13.426114293339651,13.415985742621332,13.423537710537326,13.420268078718168,13.394637595478748,13.446785848271972,13.41486546838904,13.399651663775831,13.452818352367364,13.452127703953057,13.426758449975186,13.432548176979646,13.41511853458943,13.424229949700056
13.377878723411827,13.42839754509301,13.421186527577389,13.415774527634143,13.41859655252339,13.425052827393326,13.423667154011934,13.42160173513507,13.376124956685656,13.375469104476169,13.4380471302742,13.43597809859983,13.427687176338097,13.398152098472766,13.420311882635984,13.355762667582429,13.425500745171108,13.411381685126052,13.413265577912725,13.418255893603126,13.38928185625953,13.445674825064396,13.41136994273158,13.392437997918952,13.451416744665224,13.451505738428184,13.424018396496994,13.429518968578936,13.41333175001393,13.42126740527394
13.385273748394162,13.430668375747969,13.426749712734134,13.419650047512988,13.423085888563152,13.423582965659314,13.426391161166636,13.425940712470924,13.38258820904355,13.378370957761486,13.440377556086156,13.436770482114383,13.429169578735277,13.399988295473934,13.422800795837382,13.361455172469904,13.427459113747908,13.413056726115784,13.417266648929475,13.423794460602466,13.391963966397189,13.44730342668744,13.41668111934922,13.394903773067572,13.453307307864554,13.456522978987646,13.426038106736268,13.431701601712607,13.416377304137695,13.429519636973971
