Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease,Summarizer
plot+table,off,off,off,0.075594,0.30674,0.566449,0.200727,0.242556,34.708387,bert
plot+table,off,off,off,0.071328,0.21424,0.50838,0.171642,0.225326,43.205918,longformer_ext
plot+table,off,off,off,0.004895,0.098605,0.255843,0.086313,0.142681,53.450969,t5
plot,on,off,off,0.044214,0.228757,0.423948,0.103896,0.187702,13.038264,bart
plot,on,off,off,0.031047,0.258687,0.435312,0.100763,0.200913,34.920368,bert
plot,on,off,off,0.005937,0.04577,0.155268,0.022263,0.066543,32.48355,longformer_ext
plot,on,off,off,0.033504,0.247497,0.453782,0.145025,0.205042,33.336769,t5
plot,on,off,off,0.035902,0.23966,0.504702,0.132075,0.219436,24.928974,bart
plot,on,off,off,0.017779,0.277231,0.434545,0.132969,0.196364,27.976968,bert
plot,on,off,off,0.03033,0.230954,0.458647,0.125628,0.210526,38.016386,longformer_ext
plot,on,off,off,0.0126,0.177379,0.396581,0.089194,0.184615,40.141134,t5
plot,on,off,off,0.03442,0.191295,0.408117,0.176271,0.236753,37.559575,bart
plot,on,off,off,0.052376,0.317391,0.577713,0.180617,0.225806,33.565873,bert
plot,on,off,off,0.049363,0.186707,0.460765,0.163306,0.22334,35.520854,longformer_ext
plot,on,off,off,0.004902,0.117011,0.31972,0.077193,0.165694,49.706569,t5
table,on,off,off,0.014749,0.23399,0.416548,0.080114,0.179743,29.238208,bart
table,on,off,off,0.008545,0.232889,0.396867,0.04712,0.16188,39.433963,bert
table,on,off,off,0.012404,0.248675,0.396417,0.056117,0.143337,41.317625,longformer_ext
table,on,off,off,0.017824,0.195747,0.387097,0.068143,0.159593,41.814451,t5
table,on,off,off,0.020341,0.176053,0.420722,0.091339,0.191523,31.515,bart
table,on,off,off,0.020932,0.240024,0.358491,0.094502,0.171527,30.502985,bert
table,on,off,off,0.035049,0.217921,0.444444,0.12015,0.197253,23.092545,longformer_ext
table,on,off,off,0.0168,0.160434,0.367776,0.080844,0.192644,36.173254,t5
table,on,off,off,0.061602,0.203137,0.454259,0.204426,0.235542,36.648518,bart
table,on,off,off,0.042155,0.324395,0.510966,0.178042,0.202727,29.18,bert
table,on,off,off,0.111098,0.271091,0.524106,0.193146,0.233281,36.760635,longformer_ext
table,on,off,off,0.012737,0.162696,0.408252,0.130577,0.184582,41.09806,t5
plot+table,on,off,off,0.042619,0.230282,0.434231,0.104928,0.190174,27.989849,bart
plot+table,on,off,off,0.013038,0.280469,0.421192,0.084993,0.172185,34.74378,bert
plot+table,on,off,off,0.00962,0.161317,0.273224,0.038356,0.117486,43.159952,longformer_ext
plot+table,on,off,off,0.031802,0.232384,0.440514,0.112903,0.196141,30.061236,t5
plot+table,on,off,off,0.029302,0.190718,0.4479,0.124805,0.211509,30.139087,bart
plot+table,on,off,off,0.021538,0.270243,0.391734,0.106211,0.190476,30.000269,bert
plot+table,on,off,off,0.03456,0.226807,0.423792,0.111801,0.203222,25.068681,longformer_ext
plot+table,on,off,off,0.022264,0.15436,0.361974,0.113761,0.212066,39.555,t5
plot+table,on,off,off,0.038764,0.171996,0.415335,0.147279,0.202343,36.364471,bart
plot+table,on,off,off,0.042004,0.322826,0.527554,0.181029,0.194427,26.123097,bert
plot+table,on,off,off,0.07248,0.252642,0.531197,0.148649,0.219224,38.41674,longformer_ext
plot+table,on,off,off,0.010023,0.136407,0.330317,0.113379,0.160633,50.18515,t5
plot,off,on,off,0.045551,0.21957,0.401914,0.08,0.175439,31.837811,bart
plot,off,on,off,0.021366,0.25466,0.463127,0.121302,0.179941,32.547738,bert
plot,off,on,off,0.034964,0.302091,0.441558,0.094675,0.179457,31.617235,longformer_ext
plot,off,on,off,0.036108,0.253946,0.438261,0.111693,0.191304,33.97151,t5
plot,off,on,off,0.047722,0.220301,0.498423,0.117089,0.211356,36.621908,bart
plot,off,on,off,0.02224,0.266839,0.432432,0.124017,0.179599,29.961566,bert
plot,off,on,off,0.008264,0.146737,0.362761,0.070853,0.144462,24.849618,longformer_ext
plot,off,on,off,0.010778,0.177918,0.420339,0.091837,0.166102,33.855332,t5
plot,off,on,off,0.013705,0.112985,0.303767,0.151035,0.194411,38.920014,bart
plot,off,on,off,0.069074,0.293798,0.589342,0.163265,0.221003,30.398593,bert
plot,off,on,off,0.048915,0.214683,0.483271,0.176909,0.200743,46.676444,longformer_ext
plot,off,on,off,0.003554,0.091611,0.26109,0.111817,0.157161,59.22345,t5
table,off,on,off,0.019542,0.226324,0.397743,0.065064,0.166432,24.413009,bart
table,off,on,off,0.010251,0.236124,0.392157,0.063882,0.156863,37.33512,bert
table,off,on,off,0.025606,0.26561,0.418497,0.07416,0.171098,27.108869,longformer_ext
table,off,on,off,0.034723,0.208584,0.411862,0.069421,0.177924,31.291596,t5
table,off,on,off,0.049669,0.214602,0.450746,0.113772,0.208955,17.897087,bart
table,off,on,off,0.021607,0.284856,0.420124,0.116711,0.181818,28.781381,bert
table,off,on,off,0.016538,0.156963,0.390164,0.075658,0.167213,31.804091,longformer_ext
table,off,on,off,0.020852,0.167672,0.413907,0.10299,0.188742,35.743686,t5
table,off,on,off,0.055895,0.172732,0.43133,0.197849,0.229614,29.182709,bart
table,off,on,off,0.065253,0.296195,0.562807,0.193956,0.237193,30.313077,bert
table,off,on,off,0.009237,0.125849,0.332579,0.0839,0.151584,40.457523,longformer_ext
table,off,on,off,0.008117,0.110481,0.30605,0.097503,0.154211,29.303672,t5
plot+table,off,on,off,0.023906,0.207291,0.393651,0.076433,0.171429,25.584005,bart
plot+table,off,on,off,0.018698,0.248112,0.422192,0.097693,0.181326,34.409478,bert
plot+table,off,on,off,0.026361,0.242776,0.366081,0.070466,0.163392,27.060646,longformer_ext
plot+table,off,on,off,0.037002,0.245742,0.424448,0.0954,0.190153,30.0004,t5
plot+table,off,on,off,0.059682,0.25068,0.522273,0.157165,0.22427,28.243583,bart
plot+table,off,on,off,0.012803,0.302211,0.433521,0.117837,0.177276,32.634694,bert
plot+table,off,on,off,0.006,0.133575,0.33935,0.072464,0.162455,46.994289,longformer_ext
plot+table,off,on,off,0.024575,0.173939,0.440273,0.113014,0.201365,28.505,t5
plot+table,off,on,off,0.032576,0.162081,0.40708,0.177384,0.205752,42.167188,bart
plot+table,off,on,off,0.07344,0.301647,0.572836,0.210007,0.230823,28.951638,bert
plot+table,off,on,off,0.012825,0.146503,0.376238,0.112459,0.167217,53.73401,longformer_ext
plot+table,off,on,off,0.01184,0.120942,0.314185,0.110458,0.161782,32.391607,t5
plot,off,off,on,0.025192,0.256142,0.442244,0.099338,0.188119,38.579236,bart
plot,off,off,on,0.022198,0.274844,0.468336,0.115214,0.197349,41.092303,bert
plot,off,off,on,0.029687,0.274861,0.422572,0.089474,0.178478,30.192868,longformer_ext
plot,off,off,on,0.029152,0.178102,0.40619,0.093204,0.17795,21.701409,t5
plot,off,off,on,0.043264,0.184075,0.438944,0.119205,0.224422,26.587832,bart
plot,off,off,on,0.030629,0.276249,0.476,0.152305,0.198,36.770134,bert
plot,off,off,on,0.045301,0.28099,0.507937,0.161567,0.234432,21.953951,longformer_ext
plot,off,off,on,0.013929,0.152446,0.373002,0.106952,0.166963,33.496885,t5
plot,off,off,on,0.025535,0.135688,0.393023,0.193473,0.204651,39.164895,bart
plot,off,off,on,0.099228,0.319578,0.613127,0.218097,0.267181,27.151933,bert
plot,off,off,on,0.080407,0.23686,0.564055,0.203139,0.239631,33.793806,longformer_ext
plot,off,off,on,0.005623,0.094953,0.283935,0.109863,0.14944,45.5235,t5
table,off,off,on,0.024149,0.239638,0.433878,0.092399,0.172363,28.607096,bart
table,off,off,on,0.012537,0.258367,0.440722,0.077519,0.170103,37.808471,bert
table,off,off,on,0.022674,0.290835,0.397516,0.085062,0.167702,28.453769,longformer_ext
table,off,off,on,0.035959,0.216847,0.422951,0.078947,0.190164,30.788301,t5
table,off,off,on,0.048868,0.240118,0.486903,0.142195,0.215716,37.827177,bart
table,off,off,on,0.015178,0.284081,0.418519,0.102041,0.177778,28.129868,bert
table,off,off,on,0.034589,0.24939,0.482252,0.132515,0.235006,25.964094,longformer_ext
table,off,off,on,0.027507,0.191295,0.417508,0.108108,0.195286,38.532143,t5
table,off,off,on,0.036538,0.161857,0.40708,0.172949,0.20354,29.246134,bart
table,off,off,on,0.068006,0.288585,0.537334,0.198463,0.220516,25.932618,bert
table,off,off,on,0.095388,0.22697,0.522622,0.197965,0.232687,36.237756,longformer_ext
table,off,off,on,0.006169,0.105369,0.276442,0.108434,0.151442,43.723217,t5
plot+table,off,off,on,0.050191,0.256821,0.455696,0.11746,0.189873,34.906501,bart
plot+table,off,off,on,0.01898,0.270643,0.470073,0.102489,0.192701,30.258257,bert
plot+table,off,off,on,0.033417,0.301585,0.433443,0.108049,0.191419,30.532778,longformer_ext
plot+table,off,off,on,0.048474,0.228825,0.431095,0.109929,0.19788,31.83753,t5
plot+table,off,off,on,0.045752,0.216182,0.475436,0.124006,0.22504,31.727188,bart
plot+table,off,off,on,0.015123,0.270541,0.416882,0.108714,0.170543,32.203342,bert
plot+table,off,off,on,0.021606,0.209033,0.472222,0.091922,0.2,30.690368,longformer_ext
plot+table,off,off,on,0.019517,0.204192,0.478827,0.114379,0.211726,45.24431,t5
plot+table,off,off,on,0.029811,0.155895,0.400452,0.206349,0.217195,43.670787,bart
plot+table,off,off,on,0.090228,0.33462,0.61131,0.233692,0.260558,31.354862,bert
plot+table,off,off,on,0.027144,0.187614,0.431493,0.125,0.169734,43.826659,longformer_ext
plot+table,off,off,on,0.008482,0.113401,0.312727,0.114216,0.150303,53.699167,t5
plot,on,off,on,0.022125,0.252954,0.443778,0.111278,0.176912,29.135285,bart
plot,on,off,on,0.015367,0.237664,0.446429,0.080597,0.172619,26.232393,bert
plot,on,off,on,0.008564,0.174579,0.314939,0.053981,0.139973,25.667506,longformer_ext
plot,on,off,on,0.03142,0.252998,0.45269,0.148976,0.222635,42.022455,t5
plot,on,off,on,0.042584,0.223854,0.496855,0.138801,0.207547,19.45,bart
plot,on,off,on,0.029046,0.272375,0.459384,0.157156,0.22409,28.346105,bert
plot,on,off,on,0.030889,0.142975,0.309013,0.117647,0.157368,33.124721,longformer_ext
plot,on,off,on,0.013512,0.14788,0.362319,0.083636,0.195652,36.791667,t5
plot,on,off,on,0.045721,0.177414,0.446831,0.163617,0.221267,38.082283,bart
plot,on,off,on,0.07044,0.332363,0.573759,0.193329,0.227056,28.534755,bert
plot,on,off,on,0.086737,0.226607,0.50722,0.18264,0.214801,42.25224,longformer_ext
plot,on,off,on,0.025439,0.160635,0.425864,0.167598,0.200669,49.527853,t5
table,on,off,on,0.020554,0.240889,0.443096,0.106545,0.188164,23.467608,bart
table,on,off,on,0.009405,0.263409,0.444751,0.072022,0.171271,28.127365,bert
table,on,off,on,0.006792,0.225457,0.310011,0.04315,0.12056,29.181299,longformer_ext
table,on,off,on,0.028882,0.235644,0.4416,0.099518,0.2048,27.262353,t5
table,on,off,on,0.03138,0.222975,0.510448,0.146707,0.220896,32.16,bart
table,on,off,on,0.02308,0.253281,0.392558,0.109972,0.189767,25.031164,bert
table,on,off,on,0.041985,0.233701,0.425216,0.123916,0.212608,22.488455,longformer_ext
table,on,off,on,0.020388,0.14848,0.364602,0.095915,0.19823,39.945304,t5
table,on,off,on,0.068377,0.197989,0.479835,0.205181,0.241986,45.10909,bart
table,on,off,on,0.054622,0.331992,0.534766,0.165823,0.204804,25.404573,bert
table,on,off,on,0.12957,0.291747,0.553159,0.219136,0.238829,41.734809,longformer_ext
table,on,off,on,0.03407,0.156294,0.38573,0.176536,0.214047,38.026386,t5
plot+table,on,off,on,0.023504,0.265692,0.463679,0.111628,0.194745,23.915789,bart
plot+table,on,off,on,0.014812,0.235905,0.462197,0.088698,0.171184,29.195159,bert
plot+table,on,off,on,0.021924,0.24368,0.372807,0.065934,0.138158,39.238595,longformer_ext
plot+table,on,off,on,0.029678,0.23461,0.442882,0.130511,0.196837,24.657895,t5
plot+table,on,off,on,0.041247,0.220001,0.478873,0.128728,0.222222,21.955324,bart
plot+table,on,off,on,0.020795,0.293552,0.417278,0.117551,0.192339,26.503519,bert
plot+table,on,off,on,0.020715,0.166988,0.411277,0.123128,0.192371,20.466678,longformer_ext
plot+table,on,off,on,0.019881,0.176786,0.396694,0.102819,0.214876,41.074974,t5
plot+table,on,off,on,0.052073,0.192756,0.46281,0.169772,0.21281,42.634997,bart
plot+table,on,off,on,0.033507,0.328583,0.549235,0.170239,0.201835,23.712456,bert
plot+table,on,off,on,0.083532,0.263374,0.555991,0.172549,0.238058,40.147799,longformer_ext
plot+table,on,off,on,0.016298,0.162684,0.418655,0.128261,0.190889,39.109237,t5
plot,on,on,off,0.028633,0.213303,0.385965,0.0864,0.175439,12.070445,bart
plot,on,on,off,0.02689,0.241842,0.4039,0.089385,0.192201,27.403187,bert
plot,on,on,off,0.031383,0.252792,0.403315,0.083102,0.146409,37.35165,longformer_ext
plot,on,on,off,0.031544,0.230548,0.42517,0.105802,0.190476,23.723729,t5
plot,on,on,off,0.02799,0.196442,0.450704,0.131868,0.200313,23.458395,bart
plot,on,on,off,0.023074,0.277994,0.418796,0.137077,0.183017,28.231607,bert
plot,on,on,off,0.024707,0.194565,0.45092,0.113846,0.205521,32.793183,longformer_ext
plot,on,on,off,0.016679,0.182276,0.397284,0.102215,0.203735,39.764565,t5
plot,on,on,off,0.043996,0.178428,0.416499,0.137097,0.205231,31.271402,bart
plot,on,on,off,0.062676,0.314097,0.575434,0.177807,0.218959,27.052199,bert
plot,on,on,off,0.062337,0.196116,0.443873,0.120172,0.203942,36.806298,longformer_ext
plot,on,on,off,0.022249,0.177809,0.447983,0.131915,0.195329,43.83471,t5
table,on,on,off,0.032602,0.217219,0.376812,0.084302,0.176812,13.240538,bart
table,on,on,off,0.010974,0.235877,0.409449,0.05,0.15748,33.410859,bert
table,on,on,off,0.006157,0.156834,0.24295,0.036957,0.127983,43.507519,longformer_ext
table,on,on,off,0.019546,0.226907,0.419453,0.07622,0.179331,38.021174,t5
table,on,on,off,0.018475,0.172664,0.412238,0.0937,0.186795,19.776054,bart
table,on,on,off,0.019323,0.251766,0.37247,0.103812,0.166802,24.579412,bert
table,on,on,off,0.033356,0.21335,0.442432,0.12192,0.201811,36.420125,longformer_ext
table,on,on,off,0.021148,0.162993,0.366013,0.085246,0.19281,48.812719,t5
table,on,on,off,0.046649,0.169482,0.422564,0.158273,0.203077,38.971575,bart
table,on,on,off,0.047668,0.338212,0.559432,0.187093,0.20343,27.291871,bert
table,on,on,off,0.078859,0.209219,0.471315,0.169761,0.203001,37.876926,longformer_ext
table,on,on,off,0.027113,0.191513,0.417629,0.134595,0.195173,35.052226,t5
plot+table,on,on,off,0.038364,0.227368,0.394619,0.104948,0.179372,14.230443,bart
plot+table,on,on,off,0.015457,0.228037,0.394483,0.069156,0.16,28.111395,bert
plot+table,on,on,off,0.021982,0.179502,0.363136,0.06069,0.137552,27.587674,longformer_ext
plot+table,on,on,off,0.031392,0.215373,0.412752,0.097643,0.184564,24.927792,t5
plot+table,on,on,off,0.041509,0.215007,0.46198,0.126619,0.189383,30.26483,bart
plot+table,on,on,off,0.016444,0.266922,0.383521,0.100525,0.161798,27.259033,bert
plot+table,on,on,off,0.032006,0.238116,0.480818,0.135897,0.209719,34.960455,longformer_ext
plot+table,on,on,off,0.022757,0.177568,0.404762,0.105802,0.214286,38.323077,t5
plot+table,on,on,off,0.058505,0.189185,0.455285,0.187373,0.211382,38.155846,bart
plot+table,on,on,off,0.039457,0.327275,0.540793,0.184364,0.205128,24.81427,bert
plot+table,on,on,off,0.026942,0.15284,0.406321,0.158371,0.200903,36.026792,longformer_ext
plot+table,on,on,off,0.017478,0.159789,0.401709,0.126338,0.185897,47.81322,t5
plot,off,on,on,0.025503,0.254414,0.432432,0.090361,0.171171,31.146342,bart
plot,off,on,on,0.021733,0.24726,0.474926,0.109467,0.19764,40.982928,bert
plot,off,on,on,0.029055,0.283919,0.391039,0.093878,0.169043,28.058619,longformer_ext
plot,off,on,on,0.035795,0.225255,0.40796,0.086522,0.169154,27.511671,t5
plot,off,on,on,0.06052,0.237327,0.508039,0.167742,0.244373,31.054746,bart
plot,off,on,on,0.01662,0.288691,0.441306,0.134394,0.183583,32.000268,bert
plot,off,on,on,0.03031,0.242179,0.467879,0.111786,0.210909,18.452279,longformer_ext
plot,off,on,on,0.008736,0.156833,0.414634,0.094406,0.184669,33.046591,t5
plot,off,on,on,0.036702,0.15004,0.381477,0.154696,0.198456,38.347346,bart
plot,off,on,on,0.061457,0.304248,0.572226,0.171908,0.227495,25.754244,bert
plot,off,on,on,0.032653,0.144392,0.39819,0.170068,0.217195,28.058757,longformer_ext
plot,off,on,on,0.00904,0.122732,0.314421,0.116114,0.163121,43.221667,t5
table,off,on,on,0.024229,0.256146,0.446927,0.089636,0.178771,28.142191,bart
table,off,on,on,0.016663,0.239897,0.413885,0.088353,0.176235,31.357886,bert
table,off,on,on,0.024635,0.272417,0.358663,0.073096,0.170213,19.852222,longformer_ext
table,off,on,on,0.039987,0.245764,0.45,0.100334,0.21,32.963761,t5
table,off,on,on,0.048348,0.198285,0.446254,0.120915,0.201954,22.718636,bart
table,off,on,on,0.025194,0.279368,0.408696,0.114983,0.18087,28.284685,bert
table,off,on,on,0.020889,0.235188,0.472222,0.108861,0.184343,18.057373,longformer_ext
table,off,on,on,0.01211,0.159703,0.407018,0.098592,0.189474,50.931619,t5
table,off,on,on,0.033551,0.155958,0.408207,0.140693,0.220302,37.677613,bart
table,off,on,on,0.055993,0.314994,0.544416,0.174079,0.214467,28.246333,bert
table,off,on,on,0.007689,0.145143,0.332707,0.052731,0.137218,47.832935,longformer_ext
table,off,on,on,0.01178,0.139549,0.331818,0.107062,0.163636,39.742447,t5
plot+table,off,on,on,0.055965,0.257945,0.435036,0.108346,0.178102,31.238684,bart
plot+table,off,on,on,0.021677,0.249512,0.442281,0.097629,0.172462,37.073107,bert
plot+table,off,on,on,0.02655,0.267138,0.391437,0.081716,0.165138,18.459776,longformer_ext
plot+table,off,on,on,0.042438,0.247131,0.429238,0.106084,0.202177,26.971171,t5
plot+table,off,on,on,0.054314,0.232917,0.491071,0.134328,0.223214,41.492055,bart
plot+table,off,on,on,0.021041,0.267878,0.419604,0.118863,0.171969,27.880347,bert
plot+table,off,on,on,0.015731,0.259933,0.488344,0.108241,0.179141,35.281586,longformer_ext
plot+table,off,on,on,0.010625,0.165642,0.415673,0.088889,0.187394,30.857885,t5
plot+table,off,on,on,0.04589,0.170545,0.41621,0.193194,0.219058,42.003667,bart
plot+table,off,on,on,0.067611,0.326904,0.580357,0.189017,0.227041,22.454521,bert
plot+table,off,on,on,0.04594,0.165259,0.430108,0.176724,0.223656,31.001154,longformer_ext
plot+table,off,on,on,0.010509,0.137127,0.322807,0.119578,0.156725,37.031439,t5
plot,on,on,on,0.026296,0.217548,0.40566,0.088328,0.18239,16.91348,bart
plot,on,on,on,0.014645,0.254502,0.45977,0.100865,0.186782,37.657684,bert
plot,on,on,on,0.015192,0.242525,0.386052,0.069913,0.139477,37.585358,longformer_ext
plot,on,on,on,0.026971,0.218703,0.409722,0.108014,0.1875,22.19168,t5
plot,on,on,on,0.030239,0.216155,0.477237,0.132283,0.210361,28.179228,bart
plot,on,on,on,0.02101,0.256023,0.39527,0.128596,0.175676,19.504973,bert
plot,on,on,on,0.041587,0.216598,0.476584,0.143646,0.203857,27.766031,longformer_ext
plot,on,on,on,0.018934,0.176572,0.417808,0.113402,0.208904,40.065048,t5
plot,on,on,on,0.07573,0.233191,0.499492,0.203459,0.229442,41.784465,bart
plot,on,on,on,0.05941,0.333698,0.554395,0.188308,0.213891,23.658873,bert
plot,on,on,on,0.096479,0.265872,0.599832,0.200844,0.242628,35.867841,longformer_ext
plot,on,on,on,0.036779,0.172016,0.430868,0.152524,0.222937,50.116547,t5
table,on,on,on,0.029967,0.245303,0.427778,0.072423,0.177778,15.488175,bart
table,on,on,on,0.007914,0.238346,0.414724,0.061501,0.157055,23.714811,bert
table,on,on,on,0.01298,0.177005,0.327323,0.063978,0.127601,40.254157,longformer_ext
table,on,on,on,0.027876,0.225537,0.412752,0.107744,0.197987,28.574052,t5
table,on,on,on,0.031029,0.224006,0.458716,0.134969,0.201835,26.232382,bart
table,on,on,on,0.018534,0.243879,0.366361,0.098415,0.164863,19.548025,bert
table,on,on,on,0.039694,0.224248,0.395181,0.118357,0.209639,23.482739,longformer_ext
table,on,on,on,0.022198,0.17133,0.405186,0.104065,0.210697,34.709026,t5
table,on,on,on,0.074994,0.19405,0.446014,0.188069,0.230071,40.294181,bart
table,on,on,on,0.049051,0.313238,0.501163,0.153667,0.195349,23.233368,bert
table,on,on,on,0.056819,0.196161,0.484574,0.143636,0.199637,31.022824,longformer_ext
table,on,on,on,0.016905,0.171171,0.409283,0.133192,0.179325,29.0235,t5
plot+table,on,on,on,0.03097,0.269449,0.447932,0.125894,0.202568,20.822521,bart
plot+table,on,on,on,0.020984,0.269833,0.421734,0.077821,0.163001,27.901929,bert
plot+table,on,on,on,0.00194,0.040206,0.131827,0.003781,0.060264,36.910444,longformer_ext
plot+table,on,on,on,0.031365,0.236452,0.453947,0.112211,0.1875,29.253507,t5
plot+table,on,on,on,0.033461,0.22626,0.469065,0.126984,0.201439,24.69237,bart
plot+table,on,on,on,0.013863,0.256298,0.378069,0.106557,0.170213,23.008082,bert
plot+table,on,on,on,0.025489,0.211908,0.433834,0.114911,0.215553,26.898887,longformer_ext
plot+table,on,on,on,0.028431,0.203401,0.437086,0.129568,0.218543,40.493624,t5
plot+table,on,on,on,0.060096,0.206123,0.47205,0.19917,0.238095,39.303153,bart
plot+table,on,on,on,0.057007,0.33671,0.549156,0.179383,0.210588,21.506766,bert
plot+table,on,on,on,0.027927,0.130829,0.375556,0.138085,0.186667,44.390909,longformer_ext
plot+table,on,on,on,0.032315,0.195396,0.487078,0.135458,0.210736,38.162775,t5
plot,off,off,off,0.031448,0.217183,0.426667,0.107023,0.196667,36.822751,bart
plot,off,off,off,0.020203,0.210318,0.429238,0.096724,0.174184,37.299596,bert
plot,off,off,off,0.030437,0.274533,0.424084,0.08399,0.183246,30.7825,longformer_ext
plot,off,off,off,0.030239,0.182988,0.421875,0.105882,0.1875,34.257003,t5
plot,off,off,off,0.045024,0.193814,0.468439,0.113333,0.222591,39.999003,bart
plot,off,off,off,0.025145,0.312682,0.494253,0.143954,0.204981,40.784611,bert
plot,off,off,off,0.03134,0.234559,0.42029,0.101695,0.171498,33.845711,longformer_ext
plot,off,off,off,0.009573,0.178649,0.40354,0.099467,0.20531,37.001027,t5
plot,off,off,off,0.016854,0.130531,0.356459,0.151079,0.208134,55.057597,bart
plot,off,off,off,0.106621,0.28887,0.586352,0.221097,0.261163,43.076389,bert
plot,off,off,off,0.051869,0.207491,0.486188,0.142066,0.224678,48.210831,longformer_ext
plot,off,off,off,0.00517,0.099956,0.27204,0.121212,0.171285,50.851289,t5
table,off,off,off,0.016743,0.206478,0.378682,0.067511,0.159888,37.530451,bart
table,off,off,off,0.012553,0.237546,0.409031,0.087883,0.162019,38.778811,bert
table,off,off,off,0.022103,0.270483,0.392405,0.088795,0.170886,31.415385,longformer_ext
table,off,off,off,0.031287,0.204485,0.398577,0.082143,0.170819,44.169549,t5
table,off,off,off,0.060625,0.209471,0.450567,0.136585,0.226904,35.859692,bart
table,off,off,off,0.026738,0.289565,0.436464,0.119926,0.191529,31.72505,bert
table,off,off,off,0.047902,0.22658,0.44359,0.11054,0.169231,4.770938,longformer_ext
table,off,off,off,0.016867,0.166489,0.415808,0.093103,0.206186,49.920604,t5
table,off,off,off,0.044869,0.164159,0.416198,0.214205,0.23847,47.35868,bart
table,off,off,off,0.07499,0.292224,0.556196,0.194805,0.240634,33.734571,bert
table,off,off,off,0.076785,0.217903,0.483781,0.170845,0.227989,44.949067,longformer_ext
table,off,off,off,0.017293,0.122288,0.303465,0.131737,0.176822,47.004345,t5
plot+table,off,off,off,0.025508,0.234721,0.436923,0.089506,0.181538,38.502306,bart
plot+table,off,off,off,0.017211,0.244478,0.421875,0.083551,0.171875,32.354922,bert
plot+table,off,off,off,0.032994,0.284267,0.388029,0.093071,0.169247,31.77988,longformer_ext
plot+table,off,off,off,0.036624,0.217798,0.402027,0.084746,0.195946,25.597961,t5
plot+table,off,off,off,0.044342,0.221832,0.479871,0.119548,0.231884,38.321112,bart
plot+table,off,off,off,0.015875,0.30073,0.435784,0.106477,0.180691,37.299752,bert
plot+table,off,off,off,0.049598,0.252163,0.505102,0.132992,0.232143,29.440814,longformer_ext
plot+table,off,off,off,0.023158,0.154438,0.382979,0.099644,0.195035,36.856393,t5
plot+table,off,off,off,0.036984,0.159844,0.419534,0.206897,0.228635,48.598642,bart
plot+table,off,off,off,0.064251,0.29884,0.539594,0.193684,0.224247,33.619767,bert
plot+table,off,off,off,0.062305,0.205934,0.480074,0.154132,0.222428,54.430278,longformer_ext
plot+table,off,off,off,0.011784,0.114992,0.284326,0.129111,0.160389,45.374122,t5
plot,on,off,off,0.028649,0.233869,0.432709,0.112821,0.194208,19.922622,bart
plot,on,off,off,0.032409,0.233232,0.436578,0.097633,0.188791,34.145675,bert
plot,on,off,off,0.006558,0.101202,0.242735,0.030875,0.08547,43.940962,longformer_ext
plot,on,off,off,0.028684,0.255727,0.47532,0.13211,0.197441,33.08458,t5
plot,on,off,off,0.033322,0.209826,0.487261,0.13099,0.219745,29.093573,bart
plot,on,off,off,0.02881,0.279507,0.46337,0.13945,0.199634,31.241049,bert
plot,on,off,off,0.051698,0.211686,0.464849,0.143885,0.218077,30.766272,longformer_ext
plot,on,off,off,0.015689,0.160478,0.383803,0.106007,0.204225,44.082098,t5
plot,on,off,off,0.038184,0.169519,0.385382,0.157603,0.219269,37.268484,bart
plot,on,off,off,0.066922,0.309829,0.610294,0.194404,0.238235,32.44281,bert
plot,on,off,off,0.054453,0.177153,0.414169,0.121929,0.17802,24.10553,longformer_ext
plot,on,off,off,0.009518,0.125255,0.332558,0.09324,0.176744,39.268969,t5
table,on,off,off,0.023691,0.222064,0.401826,0.08855,0.182648,22.109156,bart
table,on,off,off,0.014284,0.231871,0.403718,0.058589,0.164675,30.0341,bert
table,on,off,off,0.009938,0.22334,0.343784,0.054171,0.134054,43.002785,longformer_ext
table,on,off,off,0.021025,0.211509,0.405892,0.07225,0.163666,36.40595,t5
table,on,off,off,0.021039,0.188186,0.435055,0.100471,0.197183,31.007176,bart
table,on,off,off,0.014481,0.258578,0.35034,0.086882,0.166667,28.193666,bert
table,on,off,off,0.047396,0.251391,0.469697,0.139241,0.207071,31.533487,longformer_ext
table,on,off,off,0.012563,0.159724,0.361158,0.088889,0.177172,27.2175,t5
table,on,off,off,0.05896,0.188937,0.47352,0.216441,0.257529,37.515324,bart
table,on,off,off,0.041927,0.317414,0.515528,0.175373,0.204969,23.489578,bert
table,on,off,off,0.119993,0.2868,0.547582,0.207812,0.24181,42.848398,longformer_ext
table,on,off,off,0.010888,0.151908,0.375556,0.122494,0.168889,43.2775,t5
plot+table,on,off,off,0.05955,0.238868,0.382126,0.111283,0.1849,17.589662,bart
plot+table,on,off,off,0.013484,0.252414,0.424,0.080214,0.162667,32.012316,bert
plot+table,on,off,off,0.013616,0.215662,0.3607,0.067476,0.142665,33.805514,longformer_ext
plot+table,on,off,off,0.046783,0.247863,0.45614,0.1152,0.188198,27.273207,t5
plot+table,on,off,off,0.016322,0.173788,0.39222,0.084553,0.181524,23.746866,bart
plot+table,on,off,off,0.02215,0.295282,0.411814,0.120034,0.192405,26.472848,bert
plot+table,on,off,off,0.038999,0.204366,0.440629,0.126255,0.203147,35.23945,longformer_ext
