Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease,Summarizer
plot+table,off,off,on,0.019321,0.138554,0.363399,0.076016,0.16732,42.65206,t5
plot+table,off,off,on,0.007001,0.13327,0.352679,0.098434,0.133929,39.795533,bart
plot+table,off,off,on,0.018521,0.223912,0.458213,0.112554,0.174352,32.491144,bert
plot+table,off,off,on,0.017615,0.181131,0.424128,0.073654,0.145146,44.477321,longformer_ext
plot+table,off,off,on,0.003862,0.123426,0.320455,0.059226,0.129545,33.575676,t5
plot+table,off,off,on,0.011496,0.132123,0.343534,0.102868,0.169793,41.934275,bart
plot+table,off,off,on,0.039364,0.267212,0.523933,0.129534,0.184994,16.702422,bert
plot+table,off,off,on,0.003199,0.109826,0.294906,0.046553,0.11975,39.325527,longformer_ext
plot+table,off,off,on,0.001198,0.091979,0.235419,0.05101,0.123012,53.8725,t5
plot,on,off,on,0.020434,0.167538,0.430845,0.076074,0.166463,30.261295,bart
plot,on,off,on,0.015411,0.27406,0.455376,0.104152,0.172874,12.719389,bert
plot,on,off,on,0.007466,0.145573,0.355951,0.044593,0.115684,16.670882,longformer_ext
plot,on,off,on,0.00383,0.109429,0.337553,0.06488,0.137834,32.152184,t5
plot,on,off,on,0.004686,0.122765,0.351598,0.06865,0.13242,50.470495,bart
plot,on,off,on,0.027512,0.233658,0.516817,0.098603,0.168991,34.37413,bert
plot,on,off,on,0.010515,0.186526,0.429119,0.065259,0.14751,45.524474,longformer_ext
plot,on,off,on,0.00045,0.075216,0.260979,0.037736,0.12798,63.222273,t5
plot,on,off,on,0.003203,0.086438,0.238612,0.076087,0.143167,36.889596,bart
plot,on,off,on,0.039252,0.259639,0.536447,0.136074,0.192498,29.038493,bert
plot,on,off,on,0.010309,0.153633,0.375554,0.079858,0.154119,34.937391,longformer_ext
plot,on,off,on,0.000463,0.077397,0.253275,0.059081,0.128821,41.435148,t5
table,on,off,on,0.02315,0.172948,0.407628,0.0908,0.174017,29.489799,bart
table,on,off,on,0.011658,0.261584,0.372372,0.087793,0.136937,12.775,bert
table,on,off,on,0.031883,0.217234,0.423044,0.086133,0.158212,16.581456,longformer_ext
table,on,off,on,0.005483,0.137624,0.359606,0.041975,0.133005,31.541078,t5
table,on,off,on,0.002556,0.108417,0.293427,0.044706,0.126761,40.615706,bart
table,on,off,on,0.011374,0.222612,0.46875,0.073552,0.142187,28.062456,bert
table,on,off,on,0.011293,0.167073,0.365591,0.043088,0.12724,35.985455,longformer_ext
table,on,off,on,0.000588,0.076587,0.239609,0.039216,0.114914,39.087619,t5
table,on,off,on,0.00569,0.10917,0.308617,0.078313,0.140281,23.626565,bart
table,on,off,on,0.017389,0.254434,0.493917,0.124239,0.180049,21.043774,bert
table,on,off,on,0.003437,0.083659,0.264264,0.070211,0.114114,28.924675,longformer_ext
table,on,off,on,0.0014,0.098536,0.253112,0.051975,0.116183,32.695746,t5
plot+table,on,off,on,0.014397,0.150559,0.391478,0.082777,0.167776,27.627641,bart
plot+table,on,off,on,0.030935,0.266946,0.445714,0.120172,0.175714,13.262634,bert
plot+table,on,off,on,0.026179,0.168655,0.384372,0.05291,0.164731,16.272705,longformer_ext
plot+table,on,off,on,0.006045,0.127969,0.362184,0.064085,0.149134,33.71081,t5
plot+table,on,off,on,0.001836,0.105195,0.26969,0.055024,0.119332,40.048485,bart
plot+table,on,off,on,0.020835,0.227632,0.457143,0.099398,0.148872,25.249744,bert
plot+table,on,off,on,0.008271,0.142188,0.344434,0.049571,0.117983,17.055498,longformer_ext
plot+table,on,off,on,0.000361,0.084271,0.260979,0.05283,0.120452,49.77397,t5
plot+table,on,off,on,0.001617,0.083344,0.236674,0.044872,0.119403,42.01625,bart
plot+table,on,off,on,0.016137,0.226543,0.488921,0.09592,0.180129,16.842444,bert
plot+table,on,off,on,0.01441,0.189999,0.450166,0.083195,0.156146,35.637729,longformer_ext
plot+table,on,off,on,0.001439,0.098901,0.291099,0.052466,0.125654,37.806951,t5
plot,on,on,off,0.009356,0.137811,0.362667,0.066845,0.176,27.959595,bart
plot,on,on,off,0.031669,0.266142,0.470958,0.108491,0.191523,20.572202,bert
plot,on,on,off,0.02031,0.136372,0.347319,0.056075,0.158508,10.872149,longformer_ext
plot,on,on,off,0.004146,0.134367,0.359331,0.061453,0.147632,43.585909,t5
plot,on,on,off,0.003253,0.095997,0.281623,0.052632,0.114558,48.63209,bart
plot,on,on,off,0.028693,0.212149,0.478477,0.102819,0.165563,38.188069,bert
plot,on,on,off,0.019152,0.18712,0.411181,0.088528,0.160505,44.227066,longformer_ext
plot,on,on,off,0.001759,0.096917,0.308789,0.054762,0.130641,46.469392,t5
plot,on,on,off,0.006928,0.115274,0.294239,0.086598,0.144033,39.90125,bart
plot,on,on,off,0.042011,0.226257,0.432011,0.093617,0.165722,19.105685,bert
plot,on,on,off,0.018726,0.168324,0.415759,0.105793,0.154233,38.449376,longformer_ext
plot,on,on,off,0.001895,0.089658,0.255319,0.06823,0.12766,49.59136,t5
table,on,on,off,0.013444,0.173064,0.40753,0.075472,0.179402,26.205215,bart
table,on,on,off,0.010576,0.258658,0.356447,0.081469,0.138682,14.962191,bert
table,on,on,off,0.031481,0.20462,0.411335,0.071429,0.166362,35.700131,longformer_ext
table,on,on,off,0.004344,0.128234,0.317136,0.030769,0.117647,34.162806,t5
table,on,on,off,0.00385,0.118851,0.305987,0.046667,0.128603,34.355692,bart
table,on,on,off,0.019352,0.234498,0.438525,0.079343,0.137978,19.295263,bert
table,on,on,off,0.00915,0.135549,0.327638,0.050352,0.134673,43.968089,longformer_ext
table,on,on,off,0.001174,0.0926,0.289072,0.042403,0.119859,58.641372,t5
table,on,on,off,0.008643,0.119235,0.285431,0.075472,0.142716,21.557985,bart
table,on,on,off,0.019781,0.208273,0.406065,0.085809,0.14766,12.071615,bert
table,on,on,off,0.009672,0.139647,0.344765,0.074141,0.148014,36.78471,longformer_ext
table,on,on,off,0.001346,0.0899,0.266802,0.046939,0.114053,17.868529,t5
plot+table,on,on,off,0.009391,0.14804,0.366879,0.081737,0.147771,26.89232,bart
plot+table,on,on,off,0.014418,0.262864,0.440367,0.091873,0.152435,3.929147,bert
plot+table,on,on,off,0.027627,0.178204,0.403471,0.080435,0.154013,30.485864,longformer_ext
plot+table,on,on,off,0.003734,0.116278,0.313287,0.042076,0.117483,20.625432,t5
plot+table,on,on,off,0.003755,0.116071,0.311991,0.056009,0.130384,58.558326,bart
plot+table,on,on,off,0.016926,0.200283,0.426757,0.089907,0.145639,32.270668,bert
plot+table,on,on,off,0.008629,0.163128,0.367647,0.060773,0.136029,56.504,longformer_ext
plot+table,on,on,off,0.00053,0.089335,0.264851,0.062035,0.133663,54.608341,t5
plot+table,on,on,off,0.001618,0.083544,0.248128,0.068596,0.128342,36.678053,bart
plot+table,on,on,off,0.037478,0.235364,0.485969,0.100069,0.172485,20.400165,bert
plot+table,on,on,off,0.017756,0.15897,0.395741,0.087111,0.145519,35.345378,longformer_ext
plot+table,on,on,off,0.001629,0.078125,0.255411,0.075922,0.132035,48.859378,t5
plot,off,on,on,0.01681,0.136795,0.37859,0.078534,0.159269,23.893753,bart
plot,off,on,on,0.020252,0.267186,0.438479,0.086632,0.161074,22.121866,bert
plot,off,on,on,0.029587,0.213918,0.456906,0.079084,0.166147,20.299312,longformer_ext
plot,off,on,on,0.01893,0.140183,0.376502,0.096386,0.154873,34.012423,t5
plot,off,on,on,0.006859,0.139791,0.401747,0.091904,0.148472,42.774118,bart
plot,off,on,on,0.026538,0.252487,0.503226,0.122039,0.180645,33.315393,bert
plot,off,on,on,0.010187,0.205264,0.493694,0.095668,0.162162,27.53381,longformer_ext
plot,off,on,on,0.004972,0.121718,0.342404,0.079545,0.138322,34.326636,t5
plot,off,on,on,0.018893,0.140355,0.332685,0.097466,0.167315,34.842039,bart
plot,off,on,on,0.035244,0.276107,0.51045,0.140774,0.182394,18.324257,bert
plot,off,on,on,0.014725,0.170659,0.403624,0.079208,0.163097,19.557453,longformer_ext
plot,off,on,on,0.003162,0.101598,0.274143,0.05411,0.11838,33.662595,t5
table,off,on,on,0.027015,0.178753,0.44392,0.089941,0.172373,17.108824,bart
table,off,on,on,0.014366,0.274645,0.390635,0.092535,0.149107,16.72658,bert
table,off,on,on,0.030622,0.193551,0.393627,0.065728,0.148079,-0.040079,longformer_ext
table,off,on,on,0.032045,0.170595,0.400955,0.098086,0.181384,24.99669,t5
table,off,on,on,0.00637,0.127366,0.331096,0.08296,0.138702,35.948968,bart
table,off,on,on,0.017184,0.23045,0.45757,0.097893,0.165648,24.990366,bert
table,off,on,on,0.008882,0.183524,0.407678,0.065934,0.142596,23.554974,longformer_ext
table,off,on,on,0.00587,0.122581,0.338673,0.09633,0.135011,32.851136,t5
table,off,on,on,0.013485,0.142006,0.358349,0.080827,0.159475,43.693092,bart
table,off,on,on,0.022275,0.26325,0.464957,0.110667,0.165242,12.020177,bert
table,off,on,on,0.013907,0.148866,0.362375,0.074131,0.143408,40.131142,longformer_ext
table,off,on,on,0.006974,0.118197,0.293942,0.063682,0.12711,39.596549,t5
plot+table,off,on,on,0.022875,0.167521,0.415385,0.084833,0.182051,29.156872,bart
plot+table,off,on,on,0.023,0.276363,0.444287,0.089552,0.161817,18.855201,bert
plot+table,off,on,on,0.004903,0.10417,0.23908,0.020737,0.101149,-10.332589,longformer_ext
plot+table,off,on,on,0.022455,0.166518,0.402532,0.071066,0.172152,24.244825,t5
plot+table,off,on,on,0.006936,0.142933,0.370614,0.103297,0.149123,17.137846,bart
plot+table,off,on,on,0.021342,0.223907,0.477306,0.102639,0.168375,30.79738,bert
plot+table,off,on,on,0.01665,0.185489,0.436063,0.086636,0.136155,34.100233,longformer_ext
plot+table,off,on,on,0.002939,0.105929,0.297674,0.074592,0.123256,26.064643,t5
plot+table,off,on,on,0.007292,0.131203,0.321254,0.090285,0.135162,33.133926,bart
plot+table,off,on,on,0.035721,0.283877,0.510293,0.132417,0.177168,16.109428,bert
plot+table,off,on,on,0.014113,0.152945,0.373473,0.089161,0.148342,34.328644,longformer_ext
plot+table,off,on,on,0.009573,0.112836,0.289181,0.079027,0.145602,45.392115,t5
plot,on,on,on,0.025955,0.188996,0.45679,0.108911,0.17037,31.970418,bart
plot,on,on,on,0.015704,0.273299,0.450604,0.103915,0.163468,13.779002,bert
plot,on,on,on,0.032307,0.196195,0.431915,0.100213,0.16383,24.295845,longformer_ext
plot,on,on,on,0.003927,0.118591,0.328191,0.061885,0.129032,32.300934,t5
plot,on,on,on,0.003139,0.105308,0.309859,0.054118,0.14554,56.988062,bart
plot,on,on,on,0.015061,0.230166,0.488152,0.082278,0.156398,28.123042,bert
plot,on,on,on,0.013484,0.188253,0.394316,0.05516,0.133215,32.349495,longformer_ext
plot,on,on,on,0.000954,0.074222,0.25894,0.064277,0.130703,49.41609,t5
plot,on,on,on,0.003108,0.097858,0.255983,0.070907,0.133195,29.478634,bart
plot,on,on,on,0.019733,0.243698,0.516584,0.118728,0.180663,25.809474,bert
plot,on,on,on,0.021601,0.148887,0.39784,0.13165,0.171017,47.8325,longformer_ext
plot,on,on,on,0.000983,0.07262,0.216393,0.065717,0.120219,30.910397,t5
table,on,on,on,0.014879,0.179073,0.424102,0.092915,0.162225,17.790518,bart
table,on,on,on,0.011564,0.26429,0.374856,0.086605,0.140715,11.348891,bert
table,on,on,on,0.028368,0.193035,0.396117,0.064202,0.151456,21.582963,longformer_ext
table,on,on,on,0.008208,0.152643,0.398022,0.061958,0.143387,21.59198,t5
table,on,on,on,0.004883,0.122766,0.301762,0.055188,0.123348,40.462971,bart
table,on,on,on,0.012021,0.227665,0.444444,0.072289,0.128804,24.807877,bert
table,on,on,on,0.007885,0.151778,0.343629,0.052224,0.131274,30.265292,longformer_ext
table,on,on,on,0.002197,0.096889,0.306604,0.06383,0.125,46.407352,t5
table,on,on,on,0.005478,0.107493,0.297619,0.059642,0.154762,24.855987,bart
table,on,on,on,0.01448,0.22994,0.446877,0.085106,0.167418,21.62921,bert
table,on,on,on,0.018241,0.166529,0.441077,0.112985,0.176768,42.103194,longformer_ext
table,on,on,on,0.002576,0.101646,0.263534,0.04913,0.124617,33.534545,t5
plot+table,on,on,on,0.021514,0.170469,0.400485,0.07056,0.17233,18.767838,bart
plot+table,on,on,on,0.020707,0.26777,0.405836,0.092961,0.155172,13.506227,bert
plot+table,on,on,on,0.029479,0.219572,0.438144,0.070568,0.147766,26.655478,longformer_ext
plot+table,on,on,on,0.00558,0.118634,0.341207,0.039474,0.131234,30.645135,t5
plot+table,on,on,on,0.002962,0.121085,0.312644,0.048387,0.128736,34.748001,bart
plot+table,on,on,on,0.020348,0.208229,0.437834,0.088617,0.141876,21.326477,bert
plot+table,on,on,on,0.003263,0.107198,0.288253,0.027695,0.112537,32.29,longformer_ext
plot+table,on,on,on,0.004358,0.133286,0.356902,0.074241,0.136925,36.040992,t5
plot+table,on,on,on,0.012635,0.125504,0.326255,0.087041,0.146718,28.674118,bart
plot+table,on,on,on,0.013753,0.235209,0.449482,0.095979,0.164508,16.751788,bert
plot+table,on,on,on,0.00971,0.154739,0.367237,0.06853,0.136814,38.165098,longformer_ext
plot+table,on,on,on,0.001692,0.091743,0.256572,0.054795,0.130389,35.197714,t5
plot,off,off,off,0.007584,0.09833,0.295552,0.071942,0.149211,22.493326,bart
plot,off,off,off,0.02914,0.252022,0.484483,0.115717,0.2,30.434322,bert
plot,off,off,off,0.028525,0.173348,0.373057,0.060228,0.159585,19.243369,longformer_ext
plot,off,off,off,0.007314,0.106418,0.296623,0.070692,0.155653,26.415,t5
plot,off,off,off,0.001649,0.106457,0.308434,0.103865,0.139759,26.058567,bart
plot,off,off,off,0.020367,0.218405,0.50627,0.119309,0.19279,44.433602,bert
plot,off,off,off,0.01162,0.184438,0.447344,0.082166,0.160298,46.254811,longformer_ext
plot,off,off,off,0.001031,0.081711,0.250608,0.05122,0.107056,41.905,t5
plot,off,off,off,0.004229,0.115746,0.294804,0.121148,0.159067,50.345036,bart
plot,off,off,off,0.056873,0.265756,0.543085,0.17694,0.221579,38.989888,bert
plot,off,off,off,0.003377,0.070863,0.192385,0.046185,0.106212,62.803247,longformer_ext
plot,off,off,off,0.000962,0.064935,0.213333,0.071269,0.115556,57.8548,t5
table,off,off,off,0.013152,0.163439,0.397714,0.077892,0.141714,19.631786,bart
table,off,off,off,0.016931,0.248159,0.370027,0.077025,0.14191,19.05641,bert
table,off,off,off,0.014786,0.187688,0.345083,0.063197,0.122449,27.800862,longformer_ext
table,off,off,off,0.023973,0.156057,0.378653,0.073885,0.155019,26.156204,t5
table,off,off,off,0.00427,0.12651,0.329944,0.08154,0.135593,15.904641,bart
table,off,off,off,0.015626,0.242882,0.489768,0.10929,0.171896,31.71283,bert
table,off,off,off,0.006252,0.155601,0.376294,0.069746,0.137347,43.805893,longformer_ext
table,off,off,off,0.001167,0.091774,0.269822,0.049822,0.125444,50.865272,t5
table,off,off,off,0.009452,0.138553,0.367464,0.082454,0.160766,45.526938,bart
table,off,off,off,0.056204,0.266087,0.488671,0.129982,0.193509,18.562983,bert
table,off,off,off,0.022791,0.179618,0.418136,0.100925,0.152813,44.173864,longformer_ext
table,off,off,off,0.001792,0.089297,0.250777,0.051921,0.116062,57.147905,t5
plot+table,off,off,off,0.014166,0.117018,0.289406,0.049223,0.160207,38.471693,bart
plot+table,off,off,off,0.01722,0.230025,0.427962,0.080273,0.175618,26.300708,bert
plot+table,off,off,off,0.031291,0.183815,0.398268,0.08243,0.164502,26.142959,longformer_ext
plot+table,off,off,off,0.015855,0.136469,0.371777,0.081633,0.157395,41.449381,t5
plot+table,off,off,off,0.00147,0.102134,0.271726,0.078528,0.119951,25.774126,bart
plot+table,off,off,off,0.0195,0.193585,0.441059,0.081928,0.182839,45.675,bert
plot+table,off,off,off,0.009897,0.196938,0.439158,0.084326,0.133577,43.989502,longformer_ext
plot+table,off,off,off,0.00098,0.085729,0.259169,0.056373,0.112469,57.348247,t5
plot+table,off,off,off,0.002569,0.101489,0.246862,0.054507,0.115063,38.722775,bart
