Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
longformer_ext,table,on,on,off,0.020147,0.172488,0.38341,0.088643,0.164055,47.83
none,plot+table,on,on,off,0.026569,0.242983,0.254939,0.115294,0.135466,42.429696
bart,plot+table,on,on,off,0.022872,0.151859,0.349435,0.07621,0.170606,35.717431
bert,plot+table,on,on,off,0.011727,0.156562,0.380855,0.093878,0.160896,36.927409
t5,plot+table,on,on,off,0.026371,0.155899,0.375,0.110151,0.185345,49.168097
longformer_ext,plot+table,on,on,off,0.039032,0.16545,0.38193,0.115226,0.174538,46.217753
none,plot,off,on,on,0.031385,0.26921,0.298405,0.139601,0.157175,38.011691
bart,plot,off,on,on,0.033125,0.146508,0.355056,0.126126,0.175281,37.697045
bert,plot,off,on,on,0.01007,0.129924,0.331126,0.073009,0.16777,39.62244
t5,plot,off,on,on,0.019274,0.142577,0.353617,0.105869,0.167623,44.062575
longformer_ext,plot,off,on,on,0.035998,0.141882,0.354565,0.106383,0.163482,21.516888
none,table,off,on,on,0.020415,0.256012,0.286927,0.115515,0.151104,33.579682
bart,table,off,on,on,0.029883,0.145895,0.350956,0.101466,0.173228,34.056403
bert,table,off,on,on,0.006074,0.121036,0.307692,0.069274,0.153846,32.667994
t5,table,off,on,on,0.007242,0.107169,0.28238,0.067836,0.133022,40.511346
longformer_ext,table,off,on,on,0.040801,0.17176,0.37513,0.105919,0.180311,31.700327
none,plot+table,off,on,on,0.028114,0.264501,0.260999,0.120865,0.143177,36.253901
bart,plot+table,off,on,on,0.044764,0.146226,0.359031,0.139073,0.189427,36.435068
bert,plot+table,off,on,on,0.020545,0.159862,0.362513,0.082559,0.166838,34.816714
t5,plot+table,off,on,on,0.012127,0.121163,0.312941,0.09434,0.164706,49.521224
longformer_ext,plot+table,off,on,on,0.002307,0.074784,0.209332,0.040455,0.100883,29.62
none,plot,on,on,on,0.024993,0.254245,0.252334,0.110659,0.137898,40.605443
bart,plot,on,on,on,0.022328,0.163286,0.369588,0.084656,0.173178,41.868525
bert,plot,on,on,on,0.032899,0.169611,0.39759,0.102616,0.168675,34.955321
t5,plot,on,on,on,0.017261,0.145179,0.347052,0.091416,0.166852,39.153842
longformer_ext,plot,on,on,on,0.043664,0.169677,0.421343,0.101382,0.195032,35.979383
none,table,on,on,on,0.01499,0.228401,0.235135,0.086525,0.123423,38.574458
bart,table,on,on,on,0.011095,0.140832,0.340021,0.074074,0.154171,37.17435
bert,table,on,on,on,0.017974,0.156999,0.367861,0.100873,0.168441,37.131629
t5,table,on,on,on,0.009759,0.119723,0.293798,0.06325,0.158868,32.103409
longformer_ext,table,on,on,on,0.018005,0.150467,0.353846,0.075145,0.144231,31.310017
none,plot+table,on,on,on,0.021294,0.237737,0.237415,0.100286,0.124863,39.189357
bart,plot+table,on,on,on,0.023854,0.155107,0.353927,0.079748,0.157068,35.52375
bert,plot+table,on,on,on,0.014678,0.163947,0.408284,0.092885,0.161736,43.020562
t5,plot+table,on,on,on,0.023848,0.140463,0.327434,0.110865,0.176991,33.134312
longformer_ext,plot+table,on,on,on,0.007446,0.132904,0.307377,0.041068,0.133197,55.028862
