Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
bert,plot+table,on,off,off,0.016078,0.181848,0.387904,0.075235,0.160584,30.119318
t5,plot+table,on,off,off,0.020288,0.15772,0.377215,0.083756,0.16962,34.3996
longformer_ext,plot+table,on,off,off,0.028911,0.199519,0.374886,0.06381,0.138308,27.284428
none,plot,off,on,off,0.012388,0.229822,0.200155,0.060903,0.102657,38.217714
bart,plot,off,on,off,0.02979,0.166554,0.388959,0.095597,0.158093,28.656728
bert,plot,off,on,off,0.017839,0.183504,0.439825,0.08114,0.185996,34.898985
t5,plot,off,on,off,0.011257,0.146065,0.347601,0.059818,0.145266,28.004303
longformer_ext,plot,off,on,off,0.044935,0.205885,0.399185,0.091837,0.177189,27.565843
none,table,off,on,off,0.011988,0.213325,0.16611,0.053862,0.086394,36.528623
bart,table,off,on,off,0.045448,0.205268,0.431624,0.111349,0.183761,26.814191
bert,table,off,on,off,0.018224,0.188857,0.39413,0.086134,0.157233,33.327033
t5,table,off,on,off,0.008741,0.161161,0.362283,0.064677,0.151365,31.026924
longformer_ext,table,off,on,off,0.048306,0.227474,0.429799,0.103349,0.17765,26.021743
none,plot+table,off,on,off,0.013468,0.223505,0.176921,0.058708,0.092402,36.546395
bart,plot+table,off,on,off,0.039409,0.195599,0.409344,0.091416,0.173526,26.552216
bert,plot+table,off,on,off,0.026712,0.203026,0.409186,0.09205,0.158664,36.007635
t5,plot+table,off,on,off,0.016614,0.172113,0.379023,0.086022,0.159714,30.47285
longformer_ext,plot+table,off,on,off,0.03849,0.1467,0.284243,0.074303,0.133883,12.967291
none,plot,off,off,on,0.01224,0.236635,0.20782,0.064845,0.103374,40.392548
bart,plot,off,off,on,0.03111,0.180679,0.405372,0.078335,0.163614,37.869209
bert,plot,off,off,on,0.014226,0.163949,0.387249,0.068639,0.170012,39.940021
t5,plot,off,off,on,0.011478,0.17058,0.394904,0.081737,0.155414,34.842039
longformer_ext,plot,off,off,on,0.04144,0.190198,0.394572,0.085774,0.175365,21.375018
none,table,off,off,on,0.012011,0.224713,0.178472,0.055478,0.093197,37.621591
bart,table,off,off,on,0.038887,0.187972,0.415704,0.101852,0.177829,33.52708
bert,table,off,off,on,0.017359,0.209845,0.433012,0.098818,0.175777,36.153624
t5,table,off,off,on,0.005023,0.135753,0.340102,0.040712,0.137056,35.327841
longformer_ext,table,off,off,on,0.038605,0.192721,0.351055,0.086221,0.156962,21.374016
none,plot+table,off,off,on,0.011591,0.229176,0.192133,0.060545,0.099344,38.027471
bart,plot+table,off,off,on,0.029878,0.172864,0.423559,0.092965,0.16792,33.556342
bert,plot+table,off,off,on,0.016511,0.187646,0.448619,0.090808,0.192265,37.868973
t5,plot+table,off,off,on,0.009981,0.144337,0.36671,0.067797,0.145644,27.845942
longformer_ext,plot+table,off,off,on,0.043316,0.2367,0.415825,0.097808,0.170034,28.636
none,plot,on,off,on,0.013441,0.238384,0.210526,0.060412,0.105797,35.466946
bart,plot,on,off,on,0.028162,0.163547,0.389513,0.082603,0.154806,15.779872
bert,plot,on,off,on,0.012948,0.174326,0.402235,0.076148,0.174302,36.352806
t5,plot,on,off,on,0.018584,0.157245,0.409207,0.079487,0.168798,35.573575
longformer_ext,plot,on,off,on,0.011968,0.130357,0.315556,0.037862,0.111111,36.694255
none,table,on,off,on,0.009624,0.214434,0.17748,0.051305,0.090524,33.042006
bart,table,on,off,on,0.037073,0.190331,0.430665,0.097175,0.182638,28.723095
bert,table,on,off,on,0.014317,0.196249,0.434322,0.080679,0.175847,27.109279
t5,table,on,off,on,0.014926,0.171746,0.394089,0.066667,0.167488,30.725882
longformer_ext,table,on,off,on,0.007467,0.148666,0.29078,0.044405,0.118794,35.894306
none,plot+table,on,off,on,0.010691,0.218933,0.182578,0.052057,0.093844,33.470448
bart,plot+table,on,off,on,0.031568,0.171693,0.418773,0.086852,0.166065,26.335956
bert,plot+table,on,off,on,0.015974,0.198409,0.432258,0.079741,0.165591,27.087216
t5,plot+table,on,off,on,0.014751,0.165884,0.403531,0.078382,0.15889,24.977085
longformer_ext,plot+table,on,off,on,0.012139,0.172835,0.380857,0.073926,0.129611,29.363982
none,plot,on,on,off,0.011968,0.233768,0.201442,0.059219,0.100473,34.822692
bart,plot,on,on,off,0.033759,0.177279,0.396181,0.100478,0.171838,28.542145
bert,plot,on,on,off,0.012417,0.175037,0.418286,0.07331,0.164571,31.2466
t5,plot,on,on,off,0.014814,0.136667,0.368212,0.090305,0.161589,19.950989
longformer_ext,plot,on,on,off,0.007243,0.156728,0.344754,0.049356,0.122056,34.789229
none,table,on,on,off,0.011407,0.214774,0.167777,0.050812,0.087011,33.496253
bart,table,on,on,off,0.037473,0.177868,0.397351,0.099558,0.181015,18.318197
bert,table,on,on,off,0.027582,0.187878,0.397059,0.08,0.176471,25.174335
t5,table,on,on,off,0.022147,0.15563,0.384139,0.091925,0.171004,23.212556
longformer_ext,table,on,on,off,0.015534,0.150683,0.339499,0.052345,0.132753,42.334065
none,plot+table,on,on,off,0.013714,0.219494,0.175245,0.057021,0.088898,34.743309
bart,plot+table,on,on,off,0.035697,0.157339,0.363844,0.077982,0.162471,10.13132
bert,plot+table,on,on,off,0.037874,0.212043,0.433809,0.1,0.175153,35.973005
t5,plot+table,on,on,off,0.029356,0.182672,0.4266,0.103145,0.178168,31.182267
longformer_ext,plot+table,on,on,off,0.005644,0.088602,0.235154,0.021429,0.102138,40.584398
none,plot,off,on,on,0.010671,0.220348,0.190708,0.059382,0.0973,35.063318
bart,plot,off,on,on,0.02936,0.159227,0.378844,0.088779,0.164822,21.951011
bert,plot,off,on,on,0.01338,0.169692,0.399128,0.069945,0.161396,37.496316
t5,plot,off,on,on,0.008351,0.142388,0.346354,0.057441,0.145833,28.252328
longformer_ext,plot,off,on,on,0.036547,0.215435,0.375953,0.07464,0.162574,28.388766
none,table,off,on,on,0.011068,0.221443,0.169513,0.050833,0.087532,30.611239
bart,table,off,on,on,0.047388,0.19669,0.386293,0.095734,0.170301,35.889532
bert,table,off,on,on,0.01757,0.186384,0.444681,0.083156,0.168085,33.863731
t5,table,off,on,on,0.009335,0.153811,0.363636,0.063183,0.14303,22.745721
longformer_ext,table,off,on,on,0.048732,0.223316,0.401739,0.083624,0.17913,22.558015
none,plot+table,off,on,on,0.011992,0.21501,0.170457,0.053015,0.092294,31.838647
bart,plot+table,off,on,on,0.034583,0.153205,0.371464,0.083847,0.154982,26.072314
bert,plot+table,off,on,on,0.026753,0.196036,0.428727,0.093784,0.184984,29.021249
t5,plot+table,off,on,on,0.008454,0.148584,0.375469,0.075282,0.152691,30.677274
longformer_ext,plot+table,off,on,on,0.042662,0.205415,0.375635,0.089831,0.162437,20.473221
none,plot,on,on,on,0.013282,0.224788,0.192621,0.060882,0.097269,32.302922
bart,plot,on,on,on,0.036801,0.169544,0.398559,0.09627,0.172869,21.56225
bert,plot,on,on,on,0.015531,0.186786,0.431688,0.080552,0.181401,25.815767
t5,plot,on,on,on,0.012419,0.142104,0.371162,0.085676,0.157543,26.136333
longformer_ext,plot,on,on,on,0.008599,0.140654,0.327543,0.049751,0.129032,23.723051
none,table,on,on,on,0.01001,0.210315,0.168497,0.051542,0.08826,31.489478
bart,table,on,on,on,0.034966,0.182959,0.418552,0.090703,0.180995,24.448313
bert,table,on,on,on,0.025766,0.200479,0.426919,0.088514,0.178759,29.292746
t5,table,on,on,on,0.030448,0.202414,0.439636,0.089041,0.175399,23.180956
longformer_ext,table,on,on,on,0.011349,0.174425,0.347826,0.058712,0.117202,31.427547
none,plot+table,on,on,on,0.011052,0.201375,0.161095,0.04996,0.084978,28.267082
bart,plot+table,on,on,on,0.041914,0.203607,0.439443,0.090226,0.169346,21.428888
bert,plot+table,on,on,on,0.02656,0.182634,0.392324,0.083333,0.170576,21.839867
t5,plot+table,on,on,on,0.027199,0.169886,0.416157,0.093252,0.178703,26.998656
longformer_ext,plot+table,on,on,on,0.015238,0.147591,0.342043,0.047619,0.133017,25.964301
none,plot,off,off,off,0.014569,0.249819,0.23945,0.070066,0.115661,44.596579
bart,plot,off,off,off,0.030303,0.160885,0.39899,0.086076,0.174242,36.206614
bert,plot,off,off,off,0.013341,0.156798,0.394608,0.076167,0.17402,34.097619
t5,plot,off,off,off,0.003863,0.113083,0.298172,0.045134,0.129395,27.554907
longformer_ext,plot,off,off,off,0.043895,0.186899,0.393684,0.099156,0.187368,35.53774
none,table,off,off,off,0.014703,0.222744,0.175774,0.05467,0.089253,39.012924
bart,table,off,off,off,0.032646,0.164741,0.380952,0.102815,0.168498,30.253
bert,table,off,off,off,0.018105,0.187633,0.394683,0.077869,0.161554,39.445442
t5,table,off,off,off,0.010902,0.151842,0.364103,0.064267,0.148718,27.676759
longformer_ext,table,off,off,off,0.046038,0.228067,0.411101,0.095569,0.171726,30.561706
none,plot+table,off,off,off,0.013133,0.226175,0.184468,0.054506,0.09319,41.239106
bart,plot+table,off,off,off,0.026378,0.153484,0.368159,0.087282,0.161692,46.041432
bert,plot+table,off,off,off,0.012939,0.177535,0.385888,0.068508,0.171996,33.856885
t5,plot+table,off,off,off,0.014392,0.167152,0.369347,0.065491,0.145729,24.410396
longformer_ext,plot+table,off,off,off,0.046509,0.222598,0.382833,0.089424,0.166524,28.169062
none,plot,on,off,off,0.011031,0.24066,0.214809,0.060787,0.107947,39.241956
bart,plot,on,off,off,0.030447,0.158091,0.379437,0.093252,0.168911,13.038264
bert,plot,on,off,off,0.011932,0.165561,0.392523,0.077283,0.172897,34.920368
t5,plot,on,off,off,0.017084,0.167945,0.410579,0.088384,0.173804,33.336769
longformer_ext,plot,on,off,off,0.002226,0.043428,0.127027,0.01626,0.067568,32.48355
none,table,on,off,off,0.012693,0.21739,0.170694,0.050566,0.089115,39.609272
bart,table,on,off,off,0.042833,0.180095,0.426667,0.091314,0.177778,29.238208
bert,table,on,off,off,0.032649,0.19609,0.402073,0.087227,0.163731,39.433963
t5,table,on,off,off,0.012155,0.149815,0.370558,0.058524,0.154822,41.814451
longformer_ext,table,on,off,off,0.028879,0.210387,0.419414,0.075229,0.141026,41.317625
none,plot+table,on,off,off,0.013318,0.217466,0.177347,0.053273,0.092509,39.21602
bart,plot+table,on,off,off,0.031296,0.171624,0.409639,0.094203,0.183133,27.989849
bert,plot+table,on,off,off,0.024826,0.190361,0.39413,0.07563,0.161426,34.74378
t5,plot+table,on,off,off,0.022872,0.17876,0.426309,0.09768,0.175396,30.061236
longformer_ext,plot+table,on,off,off,0.014659,0.130374,0.290011,0.04521,0.116004,43.159952
none,plot,off,on,off,0.013196,0.229968,0.202512,0.062827,0.105704,38.122433
bart,plot,off,on,off,0.032909,0.167531,0.392252,0.097087,0.169492,31.837811
bert,plot,off,on,off,0.013703,0.176605,0.419612,0.096,0.166477,32.547738
t5,plot,off,on,off,0.011636,0.155082,0.374677,0.062176,0.142119,33.97151
longformer_ext,plot,off,on,off,0.046745,0.202767,0.42065,0.09387,0.179732,31.617235
none,table,off,on,off,0.011647,0.218603,0.169148,0.052234,0.088457,35.537682
bart,table,off,on,off,0.040822,0.193496,0.411894,0.099338,0.176211,24.413009
bert,table,off,on,off,0.030744,0.21838,0.4,0.096742,0.169458,37.33512
t5,table,off,on,off,0.006583,0.161339,0.372208,0.069652,0.156328,31.291596
longformer_ext,table,off,on,off,0.04854,0.206119,0.37782,0.082863,0.167293,27.108869
none,plot+table,off,on,off,0.013843,0.21696,0.180959,0.055393,0.09273,34.980084
bart,plot+table,off,on,off,0.033937,0.171627,0.390832,0.096735,0.173703,25.584005
bert,plot+table,off,on,off,0.016077,0.186529,0.379531,0.07265,0.162047,34.409478
t5,plot+table,off,on,off,0.011841,0.158736,0.362944,0.053435,0.134518,30.0004
longformer_ext,plot+table,off,on,off,0.038578,0.191887,0.363636,0.084192,0.15952,27.060646
none,plot,off,off,on,0.014014,0.240535,0.225268,0.064997,0.114422,40.600978
bart,plot,off,off,on,0.030861,0.170434,0.409938,0.07721,0.16646,38.579236
bert,plot,off,off,on,0.016564,0.183867,0.430524,0.089041,0.175399,41.092303
t5,plot,off,off,on,0.005478,0.116164,0.301676,0.056022,0.136872,21.701409
longformer_ext,plot,off,off,on,0.040501,0.177646,0.397503,0.070907,0.156087,30.192868
none,table,off,off,on,0.011612,0.219579,0.175732,0.051553,0.087646,36.20738
bart,table,off,off,on,0.039976,0.202023,0.444954,0.098851,0.174312,28.607096
bert,table,off,off,on,0.015768,0.202299,0.418462,0.092497,0.17641,37.808471
t5,table,off,off,on,0.006389,0.16502,0.383189,0.064436,0.153276,30.788301
longformer_ext,table,off,off,on,0.046765,0.218751,0.393133,0.094583,0.161373,28.453769
none,plot+table,off,off,on,0.011168,0.22827,0.195598,0.059059,0.10005,37.442169
bart,plot+table,off,off,on,0.031142,0.175702,0.404332,0.074789,0.173285,34.906501
bert,plot+table,off,off,on,0.014228,0.193543,0.461538,0.0839,0.18552,30.258257
t5,plot+table,off,off,on,0.009029,0.152525,0.379085,0.078637,0.154248,31.83753
longformer_ext,plot+table,off,off,on,0.043604,0.225084,0.416968,0.083183,0.17148,30.532778
none,plot,on,off,on,0.012423,0.242758,0.208511,0.066525,0.106383,37.246074
bart,plot,on,off,on,0.033772,0.171482,0.408776,0.078704,0.170901,29.135285
bert,plot,on,off,on,0.016582,0.18096,0.404133,0.085155,0.163031,26.232393
t5,plot,on,off,on,0.011495,0.149166,0.379404,0.081522,0.168022,42.022455
longformer_ext,plot,on,off,on,0.01179,0.128742,0.318471,0.051064,0.116773,25.667506
none,table,on,off,on,0.010173,0.212367,0.177576,0.052572,0.093318,35.239586
bart,table,on,off,on,0.035535,0.192698,0.440559,0.102804,0.193473,23.467608
bert,table,on,off,on,0.016206,0.196945,0.433369,0.089034,0.169014,28.127365
t5,table,on,off,on,0.017608,0.175585,0.407767,0.082725,0.184466,27.262353
longformer_ext,table,on,off,on,0.011026,0.183889,0.35461,0.049734,0.120567,29.181299
none,plot+table,on,off,on,0.011978,0.216562,0.188179,0.049722,0.095054,33.643072
bart,plot+table,on,off,on,0.034893,0.179201,0.420804,0.094787,0.177305,23.915789
bert,plot+table,on,off,on,0.015195,0.18303,0.404444,0.071269,0.173333,29.195159
t5,plot+table,on,off,on,0.02134,0.148447,0.380208,0.086162,0.169271,24.657895
longformer_ext,plot+table,on,off,on,0.012126,0.178829,0.369037,0.043282,0.136814,39.238595
none,plot,on,on,off,0.010691,0.228384,0.196298,0.058967,0.097906,33.710141
bart,plot,on,on,off,0.030183,0.161586,0.365617,0.087379,0.157385,12.070445
bert,plot,on,on,off,0.0158,0.180052,0.407852,0.089617,0.174482,27.403187
t5,plot,on,on,off,0.019006,0.157939,0.401525,0.081529,0.155019,23.723729
longformer_ext,plot,on,on,off,0.01613,0.161407,0.392199,0.071661,0.132178,37.35165
none,table,on,on,off,0.011134,0.214251,0.158008,0.050206,0.084689,32.384486
bart,table,on,on,off,0.034409,0.172567,0.382452,0.085682,0.16198,13.240538
bert,table,on,on,off,0.024617,0.207803,0.424558,0.093848,0.168574,33.410859
t5,table,on,on,off,0.024439,0.171732,0.394399,0.084211,0.165694,38.021174
longformer_ext,table,on,on,off,0.014762,0.144528,0.280107,0.048257,0.119536,43.507519
none,plot+table,on,on,off,0.012784,0.214392,0.175393,0.049323,0.089878,31.879125
bart,plot+table,on,on,off,0.032302,0.167193,0.375576,0.080831,0.179724,14.230443
bert,plot+table,on,on,off,0.013037,0.188827,0.398268,0.060738,0.158009,28.111395
t5,plot+table,on,on,off,0.014567,0.149682,0.377358,0.075662,0.155975,24.927792
longformer_ext,plot+table,on,on,off,0.010063,0.158026,0.352052,0.060606,0.12311,27.587674
none,plot,off,on,on,0.011904,0.220939,0.188791,0.05755,0.10177,35.507628
bart,plot,off,on,on,0.040676,0.182422,0.430058,0.104287,0.175723,31.146342
bert,plot,off,on,on,0.014705,0.16097,0.412771,0.08,0.177879,40.982928
t5,plot,off,on,on,0.010938,0.155681,0.389027,0.075,0.157107,27.511671
longformer_ext,plot,off,on,on,0.047226,0.228447,0.403048,0.101781,0.179509,28.058619
none,table,off,on,on,0.011709,0.220168,0.160971,0.051386,0.083721,32.810594
bart,table,off,on,on,0.04184,0.199239,0.415301,0.089814,0.181421,28.142191
bert,table,off,on,on,0.016299,0.1892,0.419831,0.082452,0.170886,31.357886
t5,table,off,on,on,0.010289,0.173961,0.395494,0.065245,0.157697,32.963761
longformer_ext,table,off,on,on,0.037982,0.204164,0.372681,0.081081,0.160202,19.852222
none,plot+table,off,on,on,0.010874,0.213393,0.169943,0.050262,0.091743,30.463841
bart,plot+table,off,on,on,0.045931,0.210894,0.432127,0.0839,0.180995,31.238684
bert,plot+table,off,on,on,0.029117,0.199035,0.437908,0.100437,0.183007,37.073107
t5,plot+table,off,on,on,0.012356,0.171339,0.4038,0.07619,0.159145,26.971171
longformer_ext,plot+table,off,on,on,0.038001,0.205403,0.374576,0.079796,0.161017,18.459776
none,plot,on,on,on,0.01129,0.229425,0.19372,0.054132,0.098551,32.374764
bart,plot,on,on,on,0.032436,0.161405,0.385629,0.076831,0.17485,16.91348
bert,plot,on,on,on,0.018302,0.18222,0.413408,0.082867,0.174302,37.657684
t5,plot,on,on,on,0.013572,0.155177,0.371613,0.07762,0.175484,22.19168
longformer_ext,plot,on,on,on,0.010237,0.162845,0.367265,0.046,0.123752,37.585358
none,table,on,on,on,0.009279,0.205952,0.158205,0.048819,0.083038,30.149652
bart,table,on,on,on,0.040198,0.193344,0.420022,0.087241,0.176279,15.488175
bert,table,on,on,on,0.014524,0.184898,0.398422,0.063241,0.157791,23.714811
t5,table,on,on,on,0.01551,0.167636,0.405031,0.090794,0.173585,28.574052
longformer_ext,table,on,on,on,0.006596,0.159519,0.373913,0.056645,0.134783,40.254157
none,plot+table,on,on,on,0.010005,0.20685,0.167118,0.052116,0.085018,30.647625
bart,plot+table,on,on,on,0.036085,0.188241,0.426667,0.091314,0.171111,20.822521
bert,plot+table,on,on,on,0.013931,0.192056,0.411523,0.074227,0.164609,27.901929
t5,plot+table,on,on,on,0.015846,0.189922,0.42627,0.079503,0.178439,29.253507
longformer_ext,plot+table,on,on,on,0.001586,0.036045,0.112329,0.016484,0.060274,36.910444
none,plot,off,off,off,0.014635,0.246052,0.237679,0.069913,0.11728,45.029232
bart,plot,off,off,off,0.031015,0.169594,0.40801,0.100376,0.185232,36.822751
bert,plot,off,off,off,0.014145,0.157043,0.406176,0.085714,0.168646,37.299596
t5,plot,off,off,off,0.007737,0.123157,0.315049,0.06488,0.137834,34.257003
longformer_ext,plot,off,off,off,0.043961,0.195078,0.411215,0.08949,0.172378,30.7825
none,table,off,off,off,0.010827,0.208497,0.164064,0.049156,0.08578,43.215782
bart,table,off,off,off,0.036657,0.172663,0.375,0.085714,0.162281,37.530451
bert,table,off,off,off,0.020017,0.183796,0.384454,0.092632,0.155462,38.778811
t5,table,off,off,off,0.014453,0.140347,0.339028,0.073781,0.144547,44.169549
longformer_ext,table,off,off,off,0.041069,0.213193,0.397559,0.09083,0.167393,31.415385
none,plot+table,off,off,off,0.01339,0.224381,0.181691,0.053738,0.092947,40.310812
bart,plot+table,off,off,off,0.046266,0.189218,0.409894,0.108619,0.174323,38.502306
bert,plot+table,off,off,off,0.031725,0.189085,0.382627,0.089119,0.175801,32.354922
t5,plot+table,off,off,off,0.00963,0.149602,0.338812,0.055767,0.14665,25.597961
longformer_ext,plot+table,off,off,off,0.045314,0.211857,0.376712,0.084048,0.160959,31.77988
none,plot,on,off,off,0.012432,0.249629,0.227351,0.066975,0.113676,39.588871
bart,plot,on,off,off,0.026558,0.152984,0.381679,0.096939,0.167939,19.922622
bert,plot,on,off,off,0.014212,0.169706,0.40821,0.082286,0.18244,34.145675
t5,plot,on,off,off,0.015312,0.158972,0.396783,0.083333,0.168901,33.08458
longformer_ext,plot,on,off,off,0.005931,0.079294,0.216837,0.028133,0.086735,43.940962
none,table,on,off,off,0.012275,0.209949,0.166883,0.048135,0.087993,38.021319
bart,table,on,off,off,0.035417,0.171904,0.401869,0.103044,0.184579,22.109156
bert,table,on,off,off,0.014069,0.180164,0.392857,0.069474,0.165966,30.0341
t5,table,on,off,off,0.013866,0.150302,0.382716,0.064356,0.165432,36.40595
longformer_ext,table,on,off,off,0.016566,0.179442,0.355872,0.057041,0.133452,43.002785
none,plot+table,on,off,off,0.012449,0.219716,0.177687,0.051375,0.091343,38.774709
bart,plot+table,on,off,off,0.030643,0.168201,0.379717,0.085106,0.160377,17.589662
bert,plot+table,on,off,off,0.017732,0.185983,0.387777,0.078141,0.158061,32.012316
t5,plot+table,on,off,off,0.026107,0.184669,0.430993,0.099515,0.179177,27.273207
longformer_ext,plot+table,on,off,off,0.025316,0.175433,0.382166,0.051064,0.140127,33.805514
none,plot,off,on,off,0.013989,0.228528,0.204641,0.06438,0.105485,39.18757
bart,plot,off,on,off,0.041062,0.190184,0.429594,0.114833,0.190931,29.538771
bert,plot,off,on,off,0.015455,0.189728,0.429366,0.080268,0.175751,37.120844
t5,plot,off,on,off,0.005689,0.136784,0.338753,0.059783,0.149051,27.372147
longformer_ext,plot,off,on,off,0.053158,0.203985,0.418236,0.107249,0.17443,24.828667
none,table,off,on,off,0.011463,0.218325,0.168498,0.050011,0.090498,34.903069
bart,table,off,on,off,0.032616,0.171342,0.375147,0.091657,0.166471,28.288785
bert,table,off,on,off,0.016896,0.189496,0.404167,0.079332,0.164583,30.296809
t5,table,off,on,off,0.009048,0.167417,0.377972,0.070263,0.157697,31.325837
longformer_ext,table,off,on,off,0.044541,0.193644,0.416842,0.105485,0.172632,28.49
none,plot+table,off,on,off,0.014751,0.223118,0.183726,0.057383,0.096526,33.07697
bart,plot+table,off,on,off,0.037835,0.190464,0.411696,0.100821,0.17076,24.72473
bert,plot+table,off,on,off,0.013904,0.184653,0.395223,0.071817,0.162866,35.378125
t5,plot+table,off,on,off,0.015379,0.174827,0.379902,0.07371,0.156863,26.526712
longformer_ext,plot+table,off,on,off,0.045287,0.19268,0.402711,0.095053,0.166505,24.61762
none,plot,off,off,on,0.012831,0.233437,0.213408,0.065959,0.107821,38.640111
bart,plot,off,off,on,0.030934,0.169835,0.4,0.086294,0.172152,38.500714
bert,plot,off,off,on,0.014365,0.173393,0.416667,0.085847,0.173611,42.296593
t5,plot,off,off,on,0.005514,0.106965,0.309623,0.058741,0.133891,27.675
longformer_ext,plot,off,off,on,0.045844,0.194695,0.402062,0.095041,0.175258,31.986272
none,table,off,off,on,0.012722,0.223202,0.177398,0.059009,0.092301,36.574143
bart,table,off,off,on,0.048272,0.203385,0.43662,0.110588,0.187793,36.844924
bert,table,off,off,on,0.03003,0.205347,0.421384,0.092437,0.180294,33.287946
t5,table,off,off,on,0.009393,0.159881,0.386189,0.069231,0.148338,25.890952
longformer_ext,table,off,off,on,0.045874,0.195229,0.388781,0.081395,0.176015,27.241344
none,plot+table,off,off,on,0.014024,0.230003,0.198745,0.060256,0.100878,36.826131
bart,plot+table,off,off,on,0.033972,0.173217,0.410926,0.080952,0.15677,30.062865
bert,plot+table,off,off,on,0.027314,0.188092,0.442953,0.096413,0.181208,31.153923
t5,plot+table,off,off,on,0.007123,0.147968,0.390957,0.064,0.162234,27.931252
longformer_ext,plot+table,off,off,on,0.037833,0.219771,0.390244,0.085931,0.163162,23.221661
none,plot,on,off,on,0.012616,0.229335,0.202943,0.060966,0.103796,36.882635
bart,plot,on,off,on,0.033292,0.184442,0.418118,0.086147,0.162602,29.461629
bert,plot,on,off,on,0.014688,0.178522,0.40904,0.07701,0.180791,30.560435
t5,plot,on,off,on,0.015589,0.14294,0.356091,0.088591,0.160643,27.755471
longformer_ext,plot,on,off,on,0.017704,0.174792,0.374634,0.064516,0.120976,35.990026
none,table,on,off,on,0.010291,0.217388,0.162598,0.047599,0.084402,33.524559
bart,table,on,off,on,0.042158,0.21674,0.470339,0.099788,0.190678,21.033071
bert,table,on,off,on,0.011832,0.189656,0.395515,0.07763,0.156983,30.35426
t5,table,on,off,on,0.022795,0.177391,0.425178,0.095238,0.168646,29.31975
longformer_ext,table,on,off,on,0.014493,0.176736,0.364694,0.06414,0.14355,36.702447
none,plot+table,on,off,on,0.010734,0.223716,0.187289,0.05395,0.098219,34.066864
bart,plot+table,on,off,on,0.035806,0.185615,0.427071,0.105263,0.186698,25.781071
bert,plot+table,on,off,on,0.015105,0.167297,0.417431,0.078161,0.190367,27.241284
t5,plot+table,on,off,on,0.016161,0.167401,0.418605,0.108808,0.180879,27.177692
longformer_ext,plot+table,on,off,on,0.003902,0.077048,0.229346,0.034611,0.110974,36.082741
none,plot,on,on,off,0.011712,0.227902,0.19861,0.060109,0.101291,36.468336
bart,plot,on,on,off,0.033179,0.171962,0.400468,0.086854,0.175644,22.723269
bert,plot,on,on,off,0.017854,0.20717,0.445652,0.091503,0.191304,33.789188
t5,plot,on,on,off,0.021519,0.167338,0.42362,0.10296,0.18742,24.435059
longformer_ext,plot,on,on,off,0.010088,0.156664,0.384528,0.059293,0.138794,51.3025
none,table,on,on,off,0.011577,0.211564,0.167046,0.049638,0.086831,36.676853
bart,table,on,on,off,0.03632,0.182171,0.40267,0.104794,0.177976,13.626989
bert,table,on,on,off,0.015295,0.194416,0.408122,0.077314,0.166497,32.140257
t5,table,on,on,off,0.02133,0.16504,0.394089,0.083951,0.167488,45.192769
