Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
t5,plot+table,on,on,off,0.143678,0.143678,0.143678,0.071839,0.143678,0.0
longformer_ext,plot+table,on,on,off,0.135922,0.135922,0.135922,0.067961,0.135922,0.0
none,plot,off,on,on,0.078523,0.078523,0.078523,0.039262,0.078523,0.0
bart,plot,off,on,on,0.142857,0.142857,0.142857,0.071429,0.142857,0.0
bert,plot,off,on,on,0.13089,0.13089,0.13089,0.065445,0.13089,0.0
t5,plot,off,on,on,0.139535,0.139535,0.139535,0.069767,0.139535,0.0
longformer_ext,plot,off,on,on,0.111111,0.111111,0.111111,0.055556,0.111111,0.0
none,table,off,on,on,0.078814,0.078814,0.078814,0.039407,0.078814,0.0
bart,table,off,on,on,0.150538,0.150538,0.150538,0.075269,0.150538,0.0
bert,table,off,on,on,0.137834,0.137834,0.137834,0.068917,0.137834,0.0
t5,table,off,on,on,0.162162,0.162162,0.162162,0.081081,0.162162,0.0
longformer_ext,table,off,on,on,0.089767,0.089767,0.089767,0.044883,0.089767,0.0
none,plot+table,off,on,on,0.072378,0.072378,0.072378,0.036189,0.072378,0.0
bart,plot+table,off,on,on,0.158664,0.158664,0.158664,0.079332,0.158664,0.0
bert,plot+table,off,on,on,0.133995,0.133995,0.133995,0.066998,0.133995,0.0
t5,plot+table,off,on,on,0.157434,0.157434,0.157434,0.078717,0.157434,0.0
longformer_ext,plot+table,off,on,on,0.056277,0.056277,0.056277,0.028139,0.056277,33.6
none,plot,on,on,on,0.079039,0.079039,0.079039,0.039519,0.079039,0.0
bart,plot,on,on,on,0.166428,0.166428,0.166428,0.083214,0.166428,0.0
bert,plot,on,on,on,0.126984,0.126984,0.126984,0.063492,0.126984,0.0
t5,plot,on,on,on,0.159126,0.159126,0.159126,0.079563,0.159126,0.0
longformer_ext,plot,on,on,on,0.072727,0.072727,0.072727,0.036364,0.072727,0.0
none,table,on,on,on,0.074992,0.074992,0.074992,0.037496,0.074992,0.0
bart,table,on,on,on,0.164502,0.164502,0.164502,0.082251,0.164502,0.0
bert,table,on,on,on,0.144144,0.144144,0.144144,0.072072,0.144144,0.0
t5,table,on,on,on,0.156928,0.156928,0.156928,0.078464,0.156928,0.0
longformer_ext,table,on,on,on,0.084956,0.084956,0.084956,0.042478,0.084956,0.0
none,plot+table,on,on,on,0.055809,0.055809,0.055809,0.027905,0.055809,0.0
bart,plot+table,on,on,on,0.142672,0.142672,0.142672,0.071336,0.142672,0.0
bert,plot+table,on,on,on,0.116612,0.116612,0.116612,0.058306,0.116612,0.0
t5,plot+table,on,on,on,0.151671,0.151671,0.151671,0.075835,0.151671,0.0
longformer_ext,plot+table,on,on,on,0.147287,0.147287,0.147287,0.073643,0.147287,0.0
